project,desc,knowledge
gensim,"By the way, @dotslash , loading the stored model with `load(mmap='r')` will be much faster.",Performance Attributes
tensorflow,As far as I understand tf.function is not executed eagerly for performance purposes.,Purpose & Rationale
pandas,I think `df.itertuples()` is what you're looking for -- it's way faster than iterrows:,Alternatives
numpy,"I just noticed `np.einsum('...ij,ij', y, x, optimize=False)` works 10 times faster than my `numba` interpretation.",Alternatives
scipy,"I implemented my own [xcorr_maxlag function](https://gist.github.com/bringingheavendown/b4ce18aa007118e4e084) for continuous data, and even in straight python, it gives a 50x speedup on my data compared to numpy.correlate (although it is still slightly slower than fftconvolve).",Alternatives
numpy,MAINT: Improve performance of np.copyto(where=scalar),Misc
tensorflow,What I meant was -- make sure your `dequeue` part of the graph is slower than your `enqueue` part.,Usage Practice
numpy,"Intrigued, I tried direct numpy examples, which confirm that `np.bincount` is almost 60 times faster than `np.add.at`.",Alternatives
gensim,"INFO-logging the loss on each `train_sg_pair()` would lead to an excessive amount of log-lines, an immense slowdown in training, and only affect the pure-Python code-path.",Purpose & Rationale
numpy,"> rather than use `copyto` internally - if the assignment is more inefficient for some reason, we should solve that rather than use less obvious routines!","Implementation or Internal Aspects, Purpose & Rationale"
pandas,"Since `str_get_dummies` always receives just `Series` of strings, it's safe to transform it to python-native data structures and cut back some performance overhead.",Purpose & Rationale
numpy,"For functions that handle many arguments (like `concatenate`), this reduces the overhead of dispatching by something like 100x, i.e., from ""makes concatenate 4x slower"" to ""barely unnoticeable"".","Purpose & Rationale, Performance Attributes"
gensim,"Using Intel's parallel MKL BLAS, `LdaModel` is actually faster than `LdaMulticore`, though `LdaMulticore` with a single-threaded BLAS is by far the fastest.",Alternatives
numpy,Other things this probably needs are some benchmarks as I am claiming one can now get a speedup with `inner` in some special cases.,Performance Attributes
pandas,"Strange, I don't see a difference in performance of `to_offset`, while there is in `_maybe_convert_freq`:",Performance Attributes
tensorflow,tf.svd in TF 1.2 is much faster than later version.,Performance Attributes
pandas,Not having to scan the values via isna(...).any()  will improve the performance.,"Implementation or Internal Aspects, Purpose & Rationale"
scipy,"One way to improve its performance is to improve the `random.choice` function in numpy, and some improvements have been obtained there not that long ago.",Misc
gensim,Optimizes and speeds up -- by Cythonizing the native `FastText` pure Python implementation.,"Implementation or Internal Aspects, Purpose & Rationale"
scipy,"As far as we know, there are no netCDF applications that check trailing bytes on variables, and pre-filling variable data would entail a slight performance hit over just using `np.empty()`.",Purpose & Rationale
tensorflow,[tf.keras.layers.LSTM] reset_state performance issue,Performance Attributes
scipy,`scipy.special.kolmogorov(x)` is inefficient near x=0,Performance Attributes
tensorflow,"In short, for the exact same Graph, I get a very different performance based on the machine I connect my tf.Session to.",Environment
scikit-learn,"The other axis is even faster: `X.data /= np.repeat(scale, np.diff(X.indptr))`.",Alternatives
scikit-learn,"Additionally, I've refactored the code and optimized the dense Euclidean distance computations for NumPy >= 1.6 using its great new tool [`einsum`](http://docs.scipy.org/doc/numpy-1.7.0/reference/generated/numpy.einsum.html):",Implementation or Internal Aspects
numpy,Rewrite random.choose to be faster and add a new `shuffle` kwarg,Misc
numpy,"I mean performance on larger arrays is probably not very good, just like np.take comparing to advanced indexing.",Purpose & Rationale
scikit-learn,"You're right, - just checked it with 2 states, and with 2 states .fit and .eval are 2.5x slower in my pull request than in scikit-learn master; _decode_viterbi is still 1.5x faster.",Misc
scikit-learn,"maybe it could be worth raising a warning when the `pairwise_distances`  is used with faster metrics `['euclidean', 'l2', 'cosine']` and `n_jobs > 1`, saying that using the latter option may lead to worse performance?",Performance Attributes
pandas,this PR is in effect speeding up `np.where`,Purpose & Rationale
tensorflow,"Note that when using this mechanism, you will not be able to benefit from some of the tf.data performance optimizations..",Usage Practice
scikit-learn,It was also just pointed out to me that these can always be replaced by ``searchsorted`` which is marginally faster...,Alternatives
scipy,scipy.ndimage.morphology.binary_opening is waaaaaaay slower than cv2.morphologyEx,Alternatives
pandas,"It obliges us to use ``apply`` or ``np.vectorize``, which is not good for performances.",Performance Attributes
gensim,Reimplement `Similarity` so that it splits the index into smaller pieces (shards) that can be processed efficiently in RAM.,Purpose & Rationale
pandas,2) streaming data (coming in a batch of ~500-3000 rows per second)  to be dumped to postgres database - again df.to_sql performance is pretty disappointing as it is taking too much time to insert these natural batches of data to postgres.,Purpose & Rationale
scipy,"The `scipy.linalg.norm` docstring is quite confusing because it seems to recommend `np.linalg.norm` instead, even though that function can be several times slower.",Performance Attributes
numpy,"Fortunately, it is possible to overcome this in pandas by passing `engine='python'` (which will be probably slower): `df.eval('+'.join(cols[:33]), engine='python')`",Performance Attributes
scipy,You may think that numpy.RandomState is slowing things down.,Performance Attributes
pandas,"The current pandas version performs just a tad slower than `scipy.stats.rankdata()`, but after these changes, it's about 2-3x slower.",Alternatives
pandas,DatetimeIndex selection with .loc is orders of magnitude slower than [] on ordered frame,Alternatives
pandas,`take` is 3 orders of magnitude slower (!),Alternatives
pandas,Looks like dropna() is quite memory inefficient for my case too.,Performance Attributes
numpy,"`numpy.roll` (and functions that use it such as `numpy.fft.fftshift`, `numpy.fft.ifftshift`) are inefficient when `shift=0` (or `axis=()`).",Performance Attributes
scipy,"My general opinion is that we should point users to numpy.percentile as soon as 1.9 is out and tell them it's much faster, and deprecate this function as soon as possible.",Alternatives
numpy,"The outcome was that using `random.sample(xrange(n),k)` was ~50-fold faster than using `np.random.permutation(n)[:k]`, which is the way it is [currently coded](https://github.com/numpy/numpy/blob/master/numpy/random/mtrand/mtrand.pyx).",Alternatives
gensim,I looked into the code and found that `__contains__` was implemented inefficiently and I replaced it with an implementation that is faster algorithmically and will short-circuit to give good average complexity.,Implementation or Internal Aspects
numpy,"`np.r_` added some minor conciseness, but at the expense of some performance",Performance Attributes
pandas,"- using opaque UDFs (IOW inside the ``.apply`` is non-performant and just hard to manage), so use pandas builtins","Implementation or Internal Aspects, Purpose & Rationale"
tensorflow,"Model loaded with tensorflow.keras.Model.load_model is slower (if GRU cells are used), than the original constructed model",Performance Attributes
gensim,"Both `_set_graph_edge_weights` and `build_adjacency_matrix` are quadratics, but the first is much slower probably due to `_bm25_weights`.",Performance Attributes
numpy,I would say that `linspace` is more in need of correctness than it is of performance though.,Misc
scikit-learn,"Regarding `arpack`, it can be much faster than `full` with few components, and often has the same performance of `full` (in term of `explained_variance_`).",Performance Attributes
gensim,A more optimized version of `LineSentence` (with faster recoding / reading) sounds like a nice addition.,Misc
scikit-learn,"Even if it is re-written, the MAE would still be much slower than MSE, since it would scale with N*log(N) whereas MSE seems to scale with N.",Performance Attributes
scipy,"@ilayn you were right, `lstsq` was faster even though it does not AFAIK make use of the symmetry of the problem.",Alternatives
pandas,Also note that DataFrame.interpolate() is waaaaaaaaaaaay faster than my hand-written loop.,Alternatives
pandas,`__getitem__` is made 1000x slower trying to infer slice data type and convert it to a different subclass.,Performance Attributes
scipy,I figure that the generality of the `bmat`-only check is worth the slight performance hit.,Purpose & Rationale
numpy,Is it possible to replace that line with `numpy.linalg.cholesky(cov)` instead since it seems faster?,Alternatives
scipy,"So yes, `vectorized` means that that you need to compute multiple `f` for multiple `y` (useful for faster finite difference).",Functionality & Behavior
pandas,Somewhat orthogonal but using the `ffill` method directly yields the desired result and would be more performant.,Performance Attributes
pandas,I find the performance of `pandas.json.dump` to be an improvement on the normal json module.,Alternatives
tensorflow,"As such, it does not appear to be possible to follow performance best-practices when using `tf.layers.batch_normalization`.",Purpose & Rationale
numpy,"I was confused, because as `np.log` returns `float64` for `int64` input, I thought it would call the same function for each element, so `int` should also profit from the faster implementation of `log` for 64 bit floats.",Implementation or Internal Aspects
scipy,- using`scipy.spatial.ckdtree` to replace the loop nesting / point searching produces a back-and-forth performance battle with the vanilla implementation; @aarchiba what do you think?,Misc
scikit-learn,All you need to say is that `precision_recall_curve` is now faster.,Performance Attributes
pandas,"- Assuming `pd.NA` is implemented in cython, checks for it would be more performant than checks for `np.nan` scalar (since that is not a singleton).",Performance Attributes
numpy,Currently `np.dot`/`np.inner` are much slower (~3x) for read-only arrays than for writeable arrays.,Performance Attributes
tensorflow,The cause of the difference between the dataset performance and the iterator performance is likely at `training_utils.py:1314` where Keras creates a new iterator for each `predict` loop.,Implementation or Internal Aspects
tensorflow,RNN layers have poor performance and low GPU usage when used with `MirroredStrategy`.,Performance Attributes
pandas,"As a result, my code using `GroupBy.apply` is 20% slower than it would be if I'd just written a for loop.",Performance Attributes
scikit-learn,"The [benchmark notebook](https://gist.github.com/rth/1fba8e88d2d1f3cd3ef49b0d88a22c57) uses the Enron email collection and considers the performance and memory usage impact of these changes on `CountVectorizer`, `TfidfVectorizer` and `HashingVectorizer` for different number of documents (`Dataset size`),",Reference
scipy,"A 20% speedup in gaussian_kde.evaluate when the number of points is large (whether it is in the dataset, or the points on which the KDE is evaluated).",Misc
scipy,"The inefficiency can be fixed by using the rfft instead of the fft, in which case you won't need to throw out data by taking real() of return values.",Alternatives
pandas,"I currently solve this by using df.loc[df.index == a_label], which is however ~3x slower than df.loc[a_label] - but much faster than the above df.loc[[a_label]].)","Usage Practice, Alternatives"
scipy,ENH: scipy.sparse.lil: tocsr accelerated depending on density,Misc
scikit-learn,As for the memory use in multiprocessing environment I am confident I can submit a good pull request to joblib this WE to handle efficiently the `multiprocessing.Pool` / `Queue` pickling of shared memory arrays (implemented with `numpy.memmap`).,Misc
scikit-learn,"`_check_targets` and `unique_labels` should be a lot faster, or avoid unnecessarily repeated call of these functions.",Implementation or Internal Aspects
scipy,"Added a numpy PR https://github.com/numpy/numpy/pull/5701 to address its inconsistencies between speeds of `norm(A)` and `norm(A, 'fro')` which compute the same thing when A is a 2d array.",Performance Attributes
gensim,"@menshikh-iv thank you for the suggestion, but unfortunately the code path for `coherence=u_mass` does not use `p_boolean_sliding_window`, which I suspect is why it is much faster.","Implementation or Internal Aspects, Purpose & Rationale"
numpy,But anyway the performance of `np.log2` is indeed slower than expected.,Performance Attributes
scikit-learn,is there a reason for using : np.linalg.lstsq and not scipy.linalg.lstsq that is likely to be faster ?,Alternatives
numpy,numpy.loadtxt with skiprows much slower than custom generator,Performance Attributes
pandas,"I understand the other datatypes, but I'm thinking we can change `array_equal` with `all(isclose(a, b))` and that would make a faster comparison of numpy types and would not have an issue with NaNs (this is essentially what is done anyways, numerics are compared at 5x10-6).","Alternatives, Purpose & Rationale"
tensorflow,"For each case, 100 iterations where performed to avoid clock issues and `tf.Variable().initializer` was used to avoid a memory transfer overhead.",Purpose & Rationale
tensorflow,My guess is that the tf.nn.depthwise_conv2d function is much slower than the tf.nn.conv2d ?,Alternatives
numpy,"I'd expect removing the generator to make up for the performance loss in trivial cases from removing `zip`, but what you have right now is pretty readable",Misc
scipy,"For `DFL001`, the `splu` approach was slower because it did not produce the exact same solutions for the linear systems as `spsolve`.",Alternatives
gensim,"Note that in practice, `train_cbow_pair()` is only the pure-Python implementation, which is rarely used because it can be 80x (or more) slower that the alternate optimized Cython path.","Purpose & Rationale, Implementation or Internal Aspects, Performance Attributes"
scikit-learn,"And since `kneighbors` calls these functions internally, it is also slower.",Implementation or Internal Aspects
scikit-learn,"I've tried using `paired_distances` over the entire query dataset (where each query is repeated for its candidates), but it was slower, I think.",Performance Attributes
numpy,"I suspect they will be faster than `np.logical_or.reduce`, though.",Alternatives
pandas,Applying numpy functions on .values ranges from 20x faster than pandas functions to similar timing,Alternatives
scipy,"np.full is the canonical function to allocate an array and fill it with a constant value, if it is indeed slower than `np.empty` + `np.fill` maybe it could be worth raising this issue with numpy?",Performance Attributes
scipy,"Now that BSR -> CSR is faster, can you also update the `tocsc` method to route through CSR instead of COO?",Performance Attributes
gensim,The initial setup time before training (calculating hashes and storing ngrams) should definitely be faster now that you have Cythonized `compute_ngrams` and `ft_hash`.,Performance Attributes
pandas,PERF: improves SeriesGroupBy.nunique performance,Misc
scipy,c. scipy.linalg.special_matrices.py/hankel : Similar numbers on performance.,Alternatives
gensim,I'm +1 for this change because this can give us the significant boost for performance `~2-4x` (even in comparison with optimized `MmCorpus`),Performance Attributes
numpy,"Plan generation in the new implementation is much faster than in the original fftpack: fftpack uses O(n) sin/cos calls for an FFT of length n, pocketfft needs roughly 2*sqrt(n) (the rest is computed using angle addition theorems).",Performance Attributes
numpy,"`np.random.uniform(0, 1, 1000)`, only shows a much smaller slowdown (15us to 16us), but would again like to hear other opinions.",Performance Attributes
pandas,"There are four occurrences in this block that speeds up `df.loc[(idx,)]`",Usage Practice
scikit-learn,The examples should be >~2x faster once an improved caching for `fetch_openml` is merged in https://github.com/scikit-learn/scikit-learn/pull/14855,Misc
scipy,"Also, the `odeint` function has identical performance to the Scipy `ode` class with `lsoda`, suggesting that a solver class doesn't harm the performance.",Alternatives
numpy,"If `a` is not sorted, there's a code pattern @joferkington posted [here](http://stackoverflow.com/a/8251668) that does the trick without resorting to something slowish like `np.array([ int(np.where(a == val)[0]) for val in v ])`.",Usage Practice
tensorflow,"`Dataset.batch()` is serializing memory copies during batch creation, which can affect performance for large batches.",Performance Attributes
scikit-learn,"Doing so, I expect the performance to be inline with `Perceptron`.",Misc
pandas,"By ensuring that the check needs to be run, this regression can be avoided also potentially slightly speeding up similar `DataFrame` operations.","Implementation or Internal Aspects, Purpose & Rationale"
numpy,"Otherwise, the first may be faster since the division is for scalars, meaning `np.divide` adds some unnecessary overhead probably.",Purpose & Rationale
tensorflow,"Hi, I wrote a [custom CUDA op for layer normalization](https://github.com/MycChiu/fast-LayerNorm-TF), which is about 5-10x faster than the current `tf.contrib.layers.layer_norm`.",Alternatives
tensorflow,"Note: I haven't rigorously benchmarked `tf.square(x - y)` against `tf.squared_difference(x, y)` to verify the performance boost for every case.",Alternatives
numpy,I was computing some correlations while I noticed that I can easily make an implementation significantly faster than `coffcoef` by replacing `sum()` with `count_nonzero()`.,Alternatives
numpy,"Note that numpy.polynomial.polynomial.polyval also uses a loop, but seems faster:",Alternatives
numpy,The size of a chunk is adjusted for optimal reading performance and can be configured via numpy.lib.format.BUFFER_SIZE (default 256 kb).,"Implementation or Internal Aspects, Purpose & Rationale"
pandas,Weird performance characteristics of resampled quantile() function (100 times slower),Performance Attributes
tensorflow,EDIT: replacing `tf.contrib.summary.record_summaries_every_n_global_steps` by `tf.contrib.summary.always_record_summaries`fixes the leak and the code also runs more than 10 times faster.,Alternatives
pandas,Just playing around with this a little bit it seems to do approximately the same thing as `expanding().count()` but is much faster -- actually faster than a `cumsum()` in my test example but I imagine that doesn't hold in all cases since adding must generally be faster than sorting (?,Alternatives
scikit-learn,"Transforming the set of classes to a dict (class name -> class index) and then using a dict lookup is much slower than `searchsorted`, but I think it is faster than doing the `setdiff1d` check followed by `searchsorted`.",Alternatives
pandas,"We get a few orders of magnitude speedup in `IntervalIndex` slicing by simply overriding the base class definition of `is_all_dates`, like all other `Index` derivatives also do.",Implementation or Internal Aspects
pandas,"I wouldn't know how to adapt the cython code for `duplicate_int64`, but since it's 5x slower than `np.unique` anyway, there's no point, IMHO.",Alternatives
tensorflow,running time of `tf.global_varaiables_initializer()` op slowly increases,Performance Attributes
pandas,I think the original motivation is that `.loc/.ix` by list is _exactly_ reindex (I guess reindex is faster because its interprets more input but should not be dramatically so).,Purpose & Rationale
tensorflow,"The tf.py_func op is very handy for certain custom operations, but when training on multiple GPUs it ends up becoming a bottleneck that slows everything down.","Usage Practice, Environment"
scikit-learn,"If 'X' does not equal 'X' from `fit`(X), but a `fit` method has been called, infer cluster membership of the new data-- this can be done cheaply with a single _en mass_ k=1 nearest-neighbor lookup of each new input point in 'X', combined with a run of `extract` on the previous input 'X' array...specifically, if the distance from new input point 'p' to the k=1 nearest-neighbor in the orginal 'X' array is less then the 'core_dist' attribute of that neighbor (and that neighbor is a 'core' point at the given espsilon_prime), then we know that point 'p' belongs to it's k=1 nearest-neighbor cluster.",Usage Practice
pandas,"Given that we are sorting indexers, for performance reasons I should have used `groupsort_indexer` instead of `np.argsort`.",Alternatives
pandas,If `columns` is not passed a list-like value a substantial decrease in performance was observed.,Performance Attributes
numpy,"I want to note that `inner1d` from `numpy.core.umath_tests` outperforms other, non-private numpy functions by a factor of 2 for row-wise dot products:",Alternatives
numpy,Or does anyone think type casts to improve performance for `np.log` should be added in the Numpy codebase?,Misc
tensorflow,The time grows super-linearly with graph size due to tf.gradients slowness,Performance Attributes
scikit-learn,"Note that our own `cosine_distances` implementation (apart from being much faster than `pdist`) does not return inf, but returns 1 for distances involving vectors zero norms.",Alternatives
scipy,I think a quick fix for this is to use `np.sum` (even though it means a slight performance hit).,Performance Attributes
scikit-learn,I cannot understand why np.ndarray proves to be faster than typed memory view since they are supposed to have a larger overhead,Performance Attributes
scipy,"I think we can implement (2) pretty cheaply by adding a `warn=False` keyword argument to `sum_duplicates()`, and force internal callers to pass `warn=True`.",Implementation or Internal Aspects
pandas,Further using `.apply` is very inefficient.,Performance Attributes
scikit-learn,"I do not know if the usage of take() inside of safe_indexing makes sense in other scenarios, but this comparison gives clear contradictory results to the claimed performance benefit in the comment.",Implementation or Internal Aspects
numpy,> numpy.hypot is slower than just calculating np.sqrt(x**2 + y**2).,Alternatives
pandas,PERF: fix some of .clip() performance regression by using numpy arrays where possible,Misc
tensorflow,tf.GradientTape training much slower than keras.fit,Alternatives
pandas,This affects other functionality such as ```df.info()``` which is now also ~100X slower.,Performance Attributes
tensorflow,"A workaround would be Disabling `tf.contrib.eager.defun` for the critic, but then again you won't get the speedup offered by `defun`",Usage Practice
numpy,"`qr` is also already much slower than `inv`, so there's no way you're going to catch up by making `pinv(R)` faster.",Alternatives
numpy,"In this case, `apply_along_axis` itself will still allocate a new output array, which is inefficient.","Functionality & Behavior, Performance Attributes"
numpy,`log2` way slower than `log` or `log10`,Alternatives
tensorflow,"Using the automatic XLA option`sess_config.graph_options.optimizer_options.global_jit_level = tf.OptimizerOptions.ON_1` causes an 8x performance improvement for my model (while training) when running with 1 GPU, amazing!",Usage Practice
scikit-learn,"> I replaced usage of np.zeroes() by np.empty() and scaling was improved, for max number of threads performance improvement 闂?around 30%.",Alternatives
pandas,I also had the feeling that they are more performant and flexible than using `ndarray` but they don't support `const object[:]` at the moment which was problematic in my case.,Alternatives
numpy,"I find `sum(z, [])` is the fastest, using very crude benchmarks.",Alternatives
pandas,duplicated() performance and bug on long rows regression from 0.15.2->0.16.0,Performance Attributes
numpy,"Setting the accumulator to one of `np.uint64`, `np.int64` or `np.float64` based on the input would fix your issues and have negligible effects on performance, I think.",Performance Attributes
gensim,"The `pagerank_matrix` does not appear to be symmetric, but it is sparse, just packed efficiently as a `csr_matrix`.",Implementation or Internal Aspects
scikit-learn,"Random forests in 0.17.1 are not speedy yet acceptable, but the predict() time in 0.18.1 is horrible.",Performance Attributes
tensorflow,"For performance reasons especially on non-trivial image models, you need to use tf.data Datasets with TF supported ops, and load the raw data from GCS.",Usage Practice
scikit-learn,"Applying `sklearn.preprocessing.normalize` on smaller chunks of the array, could be a temporary (and inefficient) workaround...",Usage Practice
pandas,I _dont't_ think this should be the default for `Index` as I suspect the hashtable impl is much faster that `.searchsorted`.,Purpose & Rationale
scipy,This speeds up `freqz` by using FFT as suggested by @WarrenWeckesser in #7734.,Implementation or Internal Aspects
tensorflow,"> Taking a step back, however, the truth is that if you want a very high performance pipeline on data that doesn't fit into memory tf.data offers a variety of solutions.",Usage Practice
numpy,"Of course I realize that `np.pad` has a lot of functionality, but it looks like there is still a ~x3 possible speedup for padding with zeros (which is probably one of the most common operations).",Performance Attributes
scipy,The way np.random.choices works is very innefficient though.,Performance Attributes
numpy,faster for `math.sin()` vs `np.sin()` in my micro-benchmarks).,Alternatives
tensorflow,"Yup, `tf.nn.bias_add` seems to be faster than doing a broadcasted addition: https://github.com/tensorflow/tensorflow/issues/7551#issuecomment-284519625",Alternatives
scipy,"with a large number of args arrays/lists, np.bincount might be faster",Performance Attributes
tensorflow,There is no difference between returning length by the update op and calculating it from `tf.Tensor` in terms of computational cost.,Alternatives
scikit-learn,"For fastest runtime, the indices should be sorted (see `csr_matrix.sort_indices`).",Usage Practice
scipy,Update 3: Changing the column permutation scheme to `MMD_AT_PLUS_A` does indeed improve the performance of `splu` on `DFL001` and `FIT2D` substantially.,Misc
scipy,"This PR, improves its performance on n-dimensional arrays by replacing the call to `np.apply_along_axis` with equivalent behavior within the Cython code.",Implementation or Internal Aspects
pandas,"I admit that `import pandas` is already far slower than `import numpy`, but if Pandas wishes to follow NumPy's edict, it might be a good idea to move Pandas' `finfo()` call into the one function which needs it, `is_index_slice()`.",Usage Practice
tensorflow,"On CPU, `tf.transpose()` can be 10 times slower than `np.tranpose(...).copy()`, depending on the dimensions of the tensor.",Alternatives
scipy,"With this PR, `a[i]` is now faster than `getrow(i)`.",Alternatives
pandas,"This did confuse me, and wasn't exactly ideal due to the performance hit of using `.apply(..)`.",Usage Practice
scikit-learn,it corresponds roughly to the performance of `np.unique` with some moderate overhead.,Alternatives
gensim,"The `softcossim` function would be faster if it weren't for a suboptimal SciPy dot product implementation, the `SoftCosineSimilarity.get_similarities` method does not use the opportunity to compute similarities in two dot product operations, and the `similarity_matrix` method is subject to change, since the matrix building algorithm is greedy and inherently experimental.",Implementation or Internal Aspects
pandas,HDFStore.select slowed by decode even when using columns=,Implementation or Internal Aspects
scikit-learn,"@Ogrisel, like you said, `relu` is not always faster than `tanh` as `tanh` sometimes converges faster.",Alternatives
numpy,"Using `bincount` is OK as a work around, but since it requires adding `return_inverse` to the keyword arguments, it has a dramatic effect on performance:","Purpose & Rationale, Usage Practice"
scikit-learn,"Computations in `PolynomialFeatures` are performed on columns, so best performances are obtained using fortran-ordered ('F') arrays.",Performance Attributes
scikit-learn,"As far as performance goes, I've never seen `consensus_score` come up as bottleneck in my code (I've never worked with large number of biclusters though, usually < 10-20).",Performance Attributes
numpy,This commit adds some simple functionality to np.isin and np.in1d that greatly increases performance when both arrays are integral.,Misc
numpy,"The issue also disappear if I make a fresh copy of `index_copy` in each step of the for loop, prior to shuffling, but that kills my performance (performance is the only reason I am using `random.shuffle` in the index rather than directly calling the `sample` method in the features dataframe)","Purpose & Rationale, Performance Attributes"
tensorflow,Please use tf.keras.layers.CuDNNLSTM for better performance on GPU.,Reference
pandas,"`ignore_na` accounts for the difference between `factorize` and `unique`, while `return_inverse` exists to avoid a performance hit for `unique` (when not requiring the inverse).",Purpose & Rationale
numpy,"For the scalar exponents -1, 0, 0.5, 1 and 2, it is significantly faster to write `arr ** exp` than `np.power(arr, exp)` because the former catches these scalars and handles them using more appropriate functions.",Alternatives
pandas,"If we compare `datetime` logic and `np.datetime64` logic, `datetime` logic is faster (thus removed `np.datetime64` logic in this PR).",Alternatives
scipy,"  - more likely solution: I'm a bit skeptical I'll be able to find a solution that gives us a space complexity that gets up to the level of the highly-optimized `ConvexHull`, at least in the short term, but perhaps we can progressively raise the bar with improvements [I suspect performance is going to get pretty bad on the tens of millions of points scale because my benchmarks were consistent with quadratic time complexity for `SphericalVoronoi`, but would still be better if it worked rather than not at all]",Performance Attributes
tensorflow,tf.while_loop much slower than static graph?,Performance Attributes
tensorflow,"Hi, the first step (Dataset.range(10000)) is an artificial op to expose the performance bottleneck.",Purpose & Rationale
numpy,np.full much slower than np.empty + .fill,Alternatives
scikit-learn,"The `PassiveAgressiveRegressor` fails a performance benchmark in the common test (by a pretty large margin), and `Perceptron` fails a class weight common test.",Performance Attributes
pandas,pd.to_datetime much slower with supplied format than when format is inferred,Performance Attributes
scikit-learn,`take` is substantially faster than `[...]`,Alternatives
pandas,"The performance gets worse with size, so for a few millions, I need to wait ~20min to get the inverse, whereas a pure `duplicated` call only takes around 10 sec.",Performance Attributes
tensorflow,"In general, you will get good performance if each .run() does a significant portion of work.",Usage Practice
pandas,"Ok, so pretty much I _should_ just always used `inferred_freq` in statsmodels and take the possible (one-time) performance hit.",Performance Attributes
pandas,Time of `.select_as_multiple` _decreasing_ in case of increasing number of columns (but still far slower than `.select`).,Alternatives
pandas,The reason np.mean is faster is that it doesn't care about the index at all (and in your example it is very marginally faster).,Purpose & Rationale
scipy,"As pointed out by Nikolay sometime ago using ``not np.array_equal(x, self.x)`` is unefficient, since it always compare all elements when it need to compare only till the first difference is found.",Implementation or Internal Aspects
scipy,"Clearly that is no longer the case, `query_ball_tree` is only faster for smaller data sets.",Performance Attributes
pandas,u shouldn't use `map` at all if you care performance.,Usage Practice
tensorflow,"Please check the guides and tutorials provided in the TF website as for [gpu](https://www.tensorflow.org/guide/gpu), [distributed_training](https://www.tensorflow.org/guide/distributed_training) and [`tf.data`](https://www.tensorflow.org/guide/data_performance) for best performance using machine learning pipeline.",Reference
scipy,"> It still uses the old fftpack interface scipy.fftpack.rfft and real/imag conventions, which could be slower than using scipy.fft.rfft instead.",Alternatives
tensorflow,"tensorflow.multinomial and pytorch.multinomial,the performance gap is huge.In particular I think tensorflow.multinomial is very problematic",Alternatives
scikit-learn,"regarding the `np.isclose` performance issue, it seems if we replace it with the cython version of what's proposed in [PEP485](https://www.python.org/dev/peps/pep-0485/), we don't pay any performance penalty.",Alternatives
scikit-learn,"> If it is the case, we should probably implement `predict` like this, since `predict_proba` is currently **7 time faster** (see small benchmark below).",Alternatives
scikit-learn,"actually, np.minimum is likely to be faster than np.clip fwiw",Alternatives
scipy,"I've also tested a slightly faster version of the `append` line: `groups.append(list(zip(*list(g))[1]))`, although that ""improvement"" doesn't score any points for clarity in my opinion.",Implementation or Internal Aspects
numpy,I took a look at the cause of slowness of `ufunc.at`.,Performance Attributes
scipy,"It still needs some work, but my initial benchmarks show it to be ~5 times faster than the current `svds` implementation.",Misc
scipy,`solve_triangular` is even slower if I use a a C-ordered copy of `lu`.),Performance Attributes
tensorflow,I found `CollectiveAllReduceStrategy` is constantly slower than `MirroredStrategy` by about 30%.,Alternatives
tensorflow,I find the `tf.cond` approach with two separate datasets/iterators to work better/faster in that case.,Usage Practice
tensorflow,"Yes, the `tf.gather` requires additional time and space, but linear in size of the output layer -- most networks spend several orders of magnitude more time in the computations before the output layer, so the effect of the suggested optimalization is minor (while requiring API change).","Performance Attributes, Purpose & Rationale"
pandas,"@gfyoung @jreback said substitution makes sense for performance, although the new vector comparison replaces the object-based `__eq__` with that of the ndarray's `__eq__`, which my module overrides, hence the error.",Misc
tensorflow,"So if you replace x = tf.constant with x = tf.placeholder and use a feed_dict you'll get something closer to the real performance numbers, and session.run is no faster than tf.function.",Alternatives
gensim,"Should be significantly faster by reading/writing than classic `MmCorpus`, benchmark results is very important in this case.",Alternatives
numpy,"(It may seem a little excessive to insist on performance here, but `vectorize` already has some performance optimizations so clearly someone cared about this.)",Implementation or Internal Aspects
pandas,This _could_ be implemented for `IntervalArray` if need be but might not be quite as performant.,Purpose & Rationale
tensorflow,"It appears that `map_fn()` does not have a GPU implementation for integer tensors, which seems to be causing performance issues for some networks I'm designing (e.g.","Implementation or Internal Aspects, Purpose & Rationale"
scipy,- Precomputed coefficients used for the Taylor series--it's faster than calling `zeta` a bunch of times.,Alternatives
numpy,Issue #4188 originally pointed out that np.random.multinomial is faster than np.random.choice by a factor of 10.,Alternatives
tensorflow,"Given the simple workarounds (in particular, `tf.fill`), and the fact that these rarely sit in performance critical path, how important is this?",Performance Attributes
scipy,I've recently started using `scipy.ndimage.filters.convolve` instead of `scipy.signal.convolve2d` as I've found that is significantly faster.,Alternatives
pandas,"While these approaches might be impractical, all of the documentation suggests using `.loc` or `.iloc`, or `at`, or `.iat` over `.ix`, yet `.ix` is consistently faster.",Alternatives
scipy,"I have done some experiments and the cholesky decomposition is about 8 times faster than the function ``eigh``, as you can see on the graph bellow:",Alternatives
tensorflow,But none of them is faster than the standard `tf.nn.softmax`.,Alternatives
pandas,PERF: 5x speedup for read_json() with orient='index' by avoiding transpose,Performance Attributes
