project,desc,knowledge
pandas,"You could just do df['my_col'] = df['my_col'].astype(str).str.lower() to force everything to str, is there a reason to have mixed dtype as this is non-performant",attributes
scipy,"That's better than the lil indexing approach, though still much slower than the direct coo matrix construction.",alternatives
sklearn,"You can also just use Lasso, LassoLars or SGDClassifier to do same thing without the benefit of resampling but faster.",practice
scipy,"Some testing:

scipy.interpolate.RectBivariateSpline is about twice as slow...
scipy.ndimage.filters.gaussian is about twice as fast it seems!",attributes
tensorflow,Calling tf.session.run gets slower,attributes
scipy,Both fast and very slow scipy.signal.resample with the same input size,attributes
scipy,"This may or may not be fast enough, but you can try taking pmf calls out of the loop.",attributes
scipy,"For me, the most efficient way to do this would be to rewrite the function scipy.optimize.fmin_l_bfgs_b.",attributes
numpy,"@WarrenWeckesser the new einsum('ii->i', mat) which I suppose does the same under the hood appears to be quite a bit faster.",alternatives
sklearn,It's orders of magnitude faster than vanilla KMeans and often just as good.,attributes
sklearn,I think it would be slow because I would be making a copy the probabilities for every call to predict_proba().,practice
pandas,transform is fast:,attributes
pandas,"This might be a bit slower but here's how you can do this using apply:

",practice
tensorflow,"Note that the tf.contrib.data.unbatch() transformation implements the same functionality, and has a slightly more efficient implementation in the current master branch of TensorFlow (will be included in the 1.9 release):",impl
numpy,One way to speed up operations over numpy data is to use vectorize.,functionality
scipy,"As tree construction from scratch is fairly fast (something like O(n log n)), popular implementations such as the KDtree in scipy.spatial don't support addition of nodes after the initial construction (at some point the implementation in sklearn was just a wrapper around the one in scipy, not sure if that is still the case).","functionality,rationale"
numpy,Note that this would be pretty slow for large arrays because np.where looks through the whole thing.,attributes
tensorflow,tf.linalg.eigh extremely slow on GPU - normal?,"attributes,environment"
scipy,"My impression is that scipy.sparse is best for linear algebra problems, and slow for indexing and iteration.","functionality,attributes"
pandas,"Idea is use list comprehension with split for improve performance, then not assign output to new column count but filtering and last sorting with extracted integers:",practice
scipy,I'm not sure what I am doing wrong but it seems that row indexing a scipy csr_matrix is approximately 2 folds slower compared to numpy arrays (see code below).,alternatives
sklearn,"The PCA class will always compute the full SVD, though, so you wont get a speedup.",functionality
pandas,"Another solution with groupby with concat and last set values in column condition to 1, but it is slower:",practice
tensorflow,But the gather operation seems to be a very expensive one.,attributes
numpy,"Also, be sure to use numpy.sum on arrays instead of the much slower Python sum.",alternatives
numpy,"The einsum suggested by @DSM intuitively seems like it would be the fastest way, as it would only calculate the required terms.","attributes,functionality"
tensorflow,"You could potentially make this even more efficient by using a TensorFlow loop and making fewer calls to sess.run(), but the general principle is the same: reuse same the graph multiple times to get the benefit of TensorFlow.",practice
tensorflow,"Using a loop of estimator.train() and estimator.evaluate() was too expensive as it rebuilt the graph every epoch, rather than trying to reuse it (as referenced in this issue: https://github.com/tensorflow/tensorflow/issues/13895).","attributes,functionality"
pandas,"The following is what I put together (which works), but it seems like a groupby() or np.where might be faster.",attributes
tensorflow,I閳ユ獫e heard that TensorFlow has something called the 閳ユ涪f.data閿?pipeline which is supposed to make it easier and faster to feed data to GPUs etc.,functionality
tensorflow,Loading SavedModel is a lot slower than loading a tf.train.Saver checkpoint,attributes
scipy,The csr matrix multiplication is one its most efficient operations.,"functionality,attributes"
scipy,"I didn't try the Cython implementation (I can't use it for this project), but comparing my results to the other answer that did, it looks like scipy.spatial.distance.pdist is roughly a third slower than the Cython implementation (taking into account the different machines by benchmarking on the np.abs solution).",alternatives
tensorflow,The tf.nn.softmax_cross_entropy_with_logits() operator offers a numerically stable (and more efficient) version of your loss calculation.,functionality
tensorflow,"I don't know how to do pairwise addition
tf.transpose and tf.segment_sum might be great
but after research I found transpose is expensive
further more, after tf.segment_sum I only have half size of tensor,
I don't know how to double it
oh and I am thinking how to produce segment_ids   ",attributes
pandas,"Piggybacking off of @Dark's solution, Index.get_loc just calls Index.get_indexer under the hood, so it might be more efficient to call the underlying method when you don't have additional parameters and red tape.",impl
scipy,"It has nothing to do with how they are calculated - that is, it won't speed up your minimize calls.",practice
tensorflow,Having to call run to get the data into python just to feed it back to tensorflow seems silly and is definitely slow.,practice
tensorflow,"I do not want to introduce individual performance-hitting calls tf.pad(), preferably.
",attributes
sklearn,"For large scale learning (say n_samples > 10k),  MiniBatchKMeans is probably much faster than the default batch implementation.","attributes,alternatives"
scipy,The fastest way should be by converting to a coo_matrix:,practice
pandas,It is faster as iterrows solution:,alternatives
numpy,np.dot() is the fastest (for dense arrays; uses BLAS) if you need a real matrix-multiplication.,"attributes,practice"
numpy,"Compared to a method using np.argpartition, this seems to be faster as long as k < 0.4 * n",alternatives
scipy,My usual method for extracting the min/max of a variable's data values from a NetCDF file is a magnitude of order slower when switching to the netCDF4 Python module compared to scipy.io.netcdf.,alternatives
numpy,"Specifically, if a large fraction of entries fulfil the condition then np.sum(cond) is significantly faster but if a small fraction (maybe less than a tenth) do then np.size(np.where(cond)) wins.",alternatives
sklearn,"Using a OneHotEncoder is the only current valid way, but is computationally expensive.",attributes
scipy,In other SO questions I've found that adding values to a plain dictionary is faster than adding them to a dok matrix - even though a dok is a dictionary subclass.,alternatives
scipy,Here's what I've come up with and it is faster than scipy.signal.argrelmax - but I'm missing a fast solution to the last step which deletes peaks within some window.,alternatives
tensorflow,"ImageDataGenerator can be a good option for a quick prototyping, but TFRecords and corresponding TF infrastructure for them (queues/runners/readers) are really optimized for fast reading.",functionality
numpy,"np.count_nonzero(np.in1d(df.values, [0, -1])) is the fastest of all the solutions provided.",practice
tensorflow,"Actually, tf.stack is very slow.",attributes
scipy,"csr will give you an efficiency warning, and coo does not allow indexing.",functionality
numpy,"there is a specific numpy function to do this, np.searchsorted, which is much faster than bisect.",alternatives
scipy,"I thought of using scipy.spatial.distance.cdist() which is fast, but then I'd have to reproject the data to UTM, and I'd like to avoid reprojection.",attributes
tensorflow,"Note that using different tf.Graph objects will be slow since it will serialize/deserialize the Graph every time you ""switch"" graphs, it's faster to use a single tf.Graph, with subsets of nodes representing your ""graphs""",practice
pandas,The fastest method I found so far is extending the DataFrame with .iloc and assigning back the flattened target column.,practice
sklearn,Scikit-learn Dev Team improved a lot both memory management & performance on .ensemble methods,attributes
pandas,"When trying to replace np.nan values with zeros in a (relatively) large dataframe, pd.fillna(0, inplace=True) performs unexpectedly slow.",attributes
scipy,scipy.optimize.minimize is too slow.,attributes
pandas,"@yguw, you may want to try np.setdiff1d(df.index.values, example_ix_list.values) instead of df.index.difference(example_ix_list) - this might work slightly faster...","alternatives,practice"
pandas,Although using groupby() should definitely be faster.,alternatives
gensim,"But, with these sorts of models, you want to avoid using any virtual memory, as basic most_similar() ops cycle through the full model, & will be very slow.)",attributes
sklearn,"clf.fit(X,y) is fast in my case.",attributes
scipy,I'm applying harmonic mean from scipy.stats for aggfunc parameter in Pandas pivot_table but it is much slower than a simple mean by orders of magnitude.,alternatives
tensorflow,"WARNING: This op expects unscaled logits, since it performs a softmax
  on logits internally for efficiency.","functionality,impl,rationale"
scipy,"The defaults for ndimage are set up to work with images, and it's more efficient for limited-precision integer data, which is the norm for images.
",impl
pandas,"And it should be slowier, because list.append with pd.concatis faster like in each iteration call DataFrame.append.",practice
scipy,scipy.sparse dot extremely slow in Python,attributes
pandas,Then the fastest is set index first by df = df.set_index('col') and then use loc,practice
pandas,pandas.merge inexplicably slow,attributes
tensorflow,Keras model.predict() slower on first iteration then gets faster,attributes
tensorflow,If you want faster feedback you will have to use train_on_batch instead of fit and write your own output with this method.,practice
scipy,It is noteworthy to say that if you are planning to do column-wise operations the csc_matrix type is much faster.,practice
numpy,"And maybe there is some faster function for matrix multiplication in python, because I still use numpy.dot for small block matrix multiplication.",attributes
numpy,"x = np.array(x, dtype=float) should enable you to get rid of slow list comprehension.",practice
sklearn,The sklearn.utils.extmath.cartesian is really fast and good but it provides repetitions which I do not want!,attributes
scipy,Because the scipy.integrate.nquad function is slow I am currently trying to speed things up by defining the integrand as a scipy.LowLevelCallable with Numba.,attributes
gensim,"(There shouldn't be any essential difference, but given that: you'll likely want to use the most_similar() results, because they're known non-buggy, and use efficient bulk array library operations that are probably faster than whatever loop you've authored.","functionality,impl"
tensorflow,"Note that there might be a more efficient solution: since nn does not depend on either of the loop variables, you can define it outside the loop, and reuse the same instance inside the loop.",practice
scipy,"Although solve_ivp doesn't try values outside of [tmin, tmax], it makes the calculation much slower for my code.",attributes
pandas,"Using query also works but is slower
",attributes
pandas,"Keep in mind that this approach might be slow for large dataframes, since apply doesn't take advantage of vectorization.",attributes
numpy,I used np.random.permutation but found it was very slow.,attributes
scipy,I just tried using scipy.optimize.basinhopping and as I expected the actual calculation of the traces is computationally too expensive for a normal fitting algorithm.,attributes
tensorflow,Tensorflow prediction using tf.estimator.Estimator too slow,attributes
sklearn,When using LinearRegression model I can easily achieve 40x speedup.,alternatives
numpy,"If speed matters, and format isn't that important, just try np.polynomial.polynomial.polyfit with some reasonable degree, and scipy.interpolate.UnivariateSpline, and see which is faster.",alternatives
numpy,It will be faster (and the files will be more compact) if you save/load binary files using np.save() and np.load().,practice
pandas,So they are slower when compared to astype,alternatives
sklearn,This seems like it would be slow compared to having predict_proba() return what I want automatically.,attributes
numpy,Note: I have tried using nditer on numpy arrays with no significant performance increase.,attributes
scipy,A faster algorithm (using FFTs) is available in SciPy: scipy.signal.fftconvolve.,attributes
tensorflow,"Alternatively, a more efficient version involves using tf.nn.softmax_cross_entropy_with_logits() to replace the softmax and cross-entropy calculations.",alternatives
scipy,It seems that my variation is much slower than pdist of scipy and I guess it is due to the looping through the pair list.,practice
numpy,"Either way, it's more efficient to use np.tile or np.repeat to get there in one call.",practice
numpy,"arr[alist].copy() is simpler, and probably faster.",attributes
numpy,Using eight shifts (and comparisons) is much faster than looping over each cell in data and comparing it against its neighbors:,practice
sklearn,But I have noticed that predictions are a lot slower (approximately 10 times slower) - this is probably because I am using .predict() on an observation-by-observation basis.,attributes
scipy,I reduced number of points to 100 and rbf on vps is still ~180x slower.,attributes
numpy,"If performance is really critical, you might what to create your own ptp and save np.min to a temporary variable so you don't calculate it twice.",practice
sklearn,"You can also set the verbose parameter in your cross_val_score as well to watch the progress (though, heads up, it isn't fast).",attributes
numpy,A.ravel()[:len(B)] = B is about 7x faster than A.flat[:len(B)] = B on my machine,alternatives
sklearn,"It suppose to give very similar results to svm.SVC(kernel='linear'), but training process will be faster(at least when d<m, when d-feature dimension and m- size of train sample).",functionality
tensorflow,"The main performance implication is that any code running in a tf.py_func() is subject to the Global Interpreter Lock, so I would generally recommend trying to find a native TensorFlow implementation for anything that is performance critical.","practice,impl"
numpy,"@PaulPanzer, yeah I checked speed and it seems to be faster than argpartition as long as k < .4n",alternatives
sklearn,"I suggest you to try sklearn.cluster.DBSCAN - it has similar behaviour for some data (sklearn examples), also, it runs a way faster and consumes much less memory:
",attributes
sklearn,But I find it is very fast if I use sklearn.linear_model.LogisticRegression.,attributes
scipy,"I'm still testing my code, but early indications are that using scipy.spatial.cKDTree is around 100 times faster than my naive approach.",attributes
tensorflow,"Furthermore, if there are colocation constraints on ops (ie, op=tf.assign(var,...) will add colocation constraint between op and var for efficiency), it will force all ops with colocation constraints to run on same device, so if any op doesn't have GPU impl, the whole group will run on CPU.",functionality
pandas,"A slightly simpler approach to remove duplicates would be to just use the first method followed by drop_duplicates, but depending on your data this might not be as performant:",practice
tensorflow,"Instead, it would be more efficient to define your network in terms of a tf.placeholder() to which you can feed individual training examples, or mini-batches of examples.",practice
tensorflow,"The code until the for loop mimics the example here, but I don't get how I can then employ the placeholders a & b without supplying a feed_dict to every call to sess3.run(c) [which would be expensive].",attributes
sklearn,You should try to use KNeighborsClassifier in bruteforce mode (instead of balltree) but then prediction times can be too slow.,attributes
scipy,Here's how you can convert the output of the fast solution based on scipy.spatial.Voronoi that you linked to into a Numpy array of arbitrary width and height.,attributes
sklearn,My code remains much slower than the function euclidean_distances from sklearn.metrics.pairwise.,practice
tensorflow,"In the most over post I have found exactly the opposite problem, that Keras was slower then tf.keras.",attributes
tensorflow,"However, it may be more efficient to just concatenate the indices and values, preserving the IndexedSlices structure, since the dense tensor might be much larger than the IndexedSlices combined.",practice
pandas,NOTE: value value_counts is much slower than counts(),alternatives
sklearn,If you want to transform the original matrix to the reduced dimensionality projection offered by PCA you can use the transform function which will run an efficient inner-product on the eigenvectors and the input matrix:,impl
pandas,Note that time_stamps[0].apply(convert_to_python_datetime).values can probably be achieved faster using pd.to_datetime(time_stamps[0]).,alternatives
tensorflow,"To my surprise, the exponental log was twice as fast as tf.pow.",alternatives
scipy,I have no idea why scipy.stats.mode is so slow.,attributes
scipy,It seems that such a way to build a sparse matrix is quite slow (lil_matrix is the fastest sparse matrix type for that).,practice
scipy,"The coo_matrix is used as an intermediate format because it ""facilitates fast conversion among sparse formats.",functionality
pandas,kurt can be highly performant.,attributes
tensorflow,I'm not an expert at tensorflow but just looking at the code it looks like from_tensor_slices loops over the entire data set (and in a rather slow manner too) which definitely will load all the data.,impl
tensorflow,"Now, subsequent calls to sess.run(grad[i]) (with the same index i) are really fast, around 100 ms, while running the for loop changing i at every iteration results in around 1.5 seconds per iteration.",practice
sklearn,"The great thing about CountVectorizer is that it stores data in numpy sparse matrix format, which makes it very memory efficient, and should be able to solve any memory problems you're having.",attributes
tensorflow,"You can use the Slim API to build these input functions, but we now recommend that you use the tf.data API, which is more flexible and  efficient.",attributes
scipy,"For solving a banded system, a fast alternative is scipy.linalg.solve_banded.",alternatives
pandas,"You can use a list comprehension which is faster than using apply() (replace Col with the original column name) :
",alternatives
scipy,"I at some point even noticed that when I hstack only one feature to it, the model also becomes slower.",attributes
numpy,"@Phil Trust me, np.ma is rather clunky and slow and in bad need of improvement, please send ideas and/or request on the numpy mailing list (or drop a message by chat).",attributes
pandas,"To get around that, convert the dtype to object, which I don't recommend unless it's only for display purposes (you kill efficiency this way).",practice
numpy,"If you know the size of the matrix (which you can determine from the first line of the file), you can specify the count keyword argument of np.fromiter so that the function will pre-allocate exactly the right amount of memory, which will be faster.",functionality
pandas,"This avoids to_dict, but apply could be slow too:
",attributes
gensim,(Any swapping at all during full-array most_similar() lookups will make operations very slow.,"impl,environment"
numpy,"You definitely need to make use of all of numpy's tools to get the most performant code, of course, like using ndarrays in place of lists of lists of lists, for example.","functionality,practice"
scipy,"As you suggested, ndimage.convolve tends to be faster in general.",attributes
scipy,For larger datasets it may be faster to go with scipy.signal.fftconvolve:,attributes
numpy,"If it's a ""big"" dataframe and performance is an issue, you want to vectorize this operation with numpy.where and numpy.select:",practice
pandas,But about the performance and applying the regex to a Pandas Series using a list comprehension is the best way to go:,practice
sklearn,"clf = RandomForestClassifier(n_jobs=10)
granularity and effect is hard to read out the docs: for RandomForest's you can gain near-linear speedup if n_jobs <= n_estimators (because each single estimator can be touched independent on others!","practice,impl"
scipy,"solve_triangular with destructive computation (overwrite_b=True) gives you no speedup on top of check_finite=False (and actually hurts slightly for the array X case).
",functionality
pandas,Here's a pretty efficient solution using map + groupby + unique:,practice
numpy,"In my very limited tests, my above code with np.place is running 2X slower than accepted answer's method of direct indexing.",alternatives
numpy,"If it is always slower then this is really interesting, since that means that np.convolution does its (somewhat more general) job really efficiently even in specific cases such as this one.",functionality
numpy,"A copy will be made regardless, np.delete is the fastest way to produce it.",attributes
tensorflow,"During training I want to make use of the efficiency of TensorFlow's tf.data.Dataset, but I still want to be able to get the output of the model on a single sample.",functionality
sklearn,"From what I saw, the parallelization in LogisticRegression is done by multiprocessing, because of GIL issues, unless the solver selected is 'sag' (then it is more efficient to use multithreading).",functionality
scipy,"Nope, do not use csr_matrix or csc_matrix, as they are going to be even more slower than lil_matrix, if you construct them incrementally.","practice,alternatives"
pandas,I know I can just writer.save() once in the end but in real program I writer multiple sheets in for loop and it's a lot more efficient and create much smaller xlsx file than just save once in the end.,practice
pandas,"Not sure what's more efficient, but np.arange(len(df.index)) or np.arange(df.shape[0]) would also work.",alternatives
numpy,"np.log, np.tan work with arrays, but are slower than the math equivalents when working with scalars.",alternatives
numpy,Note: I included an np.where approach for comparison; I thought it might have good performance but it turns out to be fairly poor.,alternatives
pandas,But this is really slow since I have many rows and it sort of defeats the purpose of using pandas.to_datetime.,practice
pandas,If need add only one column is possible use map by Series what should be faster:,attributes
pandas,I have read https://jakevdp.github.io/PythonDataScienceHandbook/03.12-performance-eval-and-query.html  that using query() for dataframe filtering is faster than just using conditions with '&' to filter the data.,practice
numpy,Applying np.apply_along_axis improved performance from original to apply_along_axis.,practice
tensorflow,"However, the performance guide page and one of the GitHub issues suggest that it's better to use map_and_batch for performance reasons.",attributes
numpy,"While trying numpy.argmax and numpy.sort  functions to accomplish this task, I was expecting argmax to be faster than sort ideally but they resulted in same running time.",alternatives
scipy,"Surprisingly, the approach to put all this into one block diagonal matrix and call scipy.linalg.solve once is indeed slower both with dense and sparse matrices.",attributes
scipy,"Both methods are far faster than the scipy.stats method, too.",alternatives
pandas,A faster method using RangeIndex:,practice
tensorflow,Why is tf.zeros slower on GPU?,"attributes,environment"
numpy,"Inner1d can't take complex numbers, and fft convolutions aren't efficient with this kernel size, so the two methods I've been testing are np.correlate and einsum.",attributes
sklearn,The (small) remaining difference might come from warm starting in LogisticRegressionCV (which is actually what makes it faster than GridSearchCV).,alternatives
numpy,EDIT: I have found out that bisect.bisect() is 10 times faster than numpy.searchsorted().,alternatives
scipy,Sparse lil format is designed to be faster for indexing (and especially for setting).,functionality
numpy,"np.linalg.eig (for real input) is just a wrapper for dgeev, which according to the docs only accepts a single matrix per call and the computation is fairly expensive, so for matrices that are not small the overhead of a python loop will be negligible.",impl
numpy,"You could also try np.einsum, of course the division is not possible with it, you would have to multiply the reciprocal (but np.dot alone is faster then einsum with blas).",alternatives
numpy,"I have also tried to use numpy.sqrt which makes the performance worse, therefore I am using math.sqrt in Python.",attributes
scipy,"@AndrasDeak, I have attempted to use scipy.signal.lsim, however, this appears to be more robust for my usage, and In most situations still faster.",practice
tensorflow,As tf.nn.conv2d will let you initialize the filters which will speed up the training time.,functionality
pandas,Your current use of pd.DataFrame.append is not recommended as the expensive operation is being repeated for each row.,practice
numpy,"Nevertheless you see its just a line of code, and by throwing away all sanity checks and copying done by linalg.cholesky this could also be more efficient.",practice
pandas,"However, the function includes I/O call to a remote server and thus it is very slow if I call it simply using .apply() to the dataframe.",practice
scipy,msgpack on a coordinate format via scipy.sparse.coo_matrix seems to be worth considering but conversion to python.sparse.coo_matrix is slow,"practice,attributes"
pandas,The benefit of the loc is that you will not create a new dataframe each time so it will be fast.,"functionality,attributes"
sklearn,LinearSVC is naturally much faster.,attributes
scipy,"It may not be the fastest, but the method scipy.signal.unit_impulse generalizes the above concept to numpy arrays of any shape.",practice
numpy,"This is because pickle works on all sorts of Python objects and is written in pure Python, whereas np.save is designed for arrays and saves them in an efficient format.",functionality
scipy,"@imranal I added an update based on griddata: it's ultimately much slower (due to multiple function evaluations), but the result is much smoother.",practice
gensim,"So depending on what else you've got running and the machine's RAM, you might be using swap memory by the time the most_similar() calculations are running 閿?which is very slow for the calculate-against-every-vector-and-sort-results similarity ops.","functionality,environment"
tensorflow,It will be more efficient to use tf.split rather than to slice your tensor inside a for loop.,practice
scipy,I want to calculate the pairwise distances of all objects (rows) and read that scipy's pdist() function is a good solution due to its computational efficiency.,attributes
pandas,"Provided that the car_id column is already of type category, then using car_id.cat.codes can be from 20 to 200 times faster than using pd.factorize (the larger the DataFrame the higher the speed gains)","alternatives,practice"
numpy,"As for bincount, that also works as wanted, but is roughly half as fast as the numba version.",alternatives
numpy,"But with reshape I can do the same, and faster",practice
numpy,"using np.append or np.concatenate) is slow, so avoid it whenever you can.",attributes
tensorflow,tf.fromPixels from video element is super slow on safari,"attributes,environment"
numpy,"+1 But the OP's calculation is also equivalent to np.dot(A, A.T), and on my system, for a (500, 400) shaped array, it is about 10x faster than np.einsum, which is already 6x faster than the OP's method.",alternatives
scipy,"Testing the answer given below, it sort of works, with the caveat that at times it can fail super hard compared to dblquad (which is far slower but much more precise).",attributes
scipy,"The speed is really slow, because one of my pdf is as kdf (scikit-learn.org/stable/modules/generated/閿?, that is the bottelneck.",attributes
tensorflow,I am trying to use the tf.Data API to accelerate my code and prevent GPU data starvation but there is one thing that is stopping me for being comfortable with it and it's the ability to use the same batch when calling the training op multiple times.,practice
pandas,sr.values[idx] = 1.2 has performance comparable to vec[idx] = 1.2:,alternatives
gensim,"The most_similar() op is also faster because it can do a bulk array operation on the full array, which typically uses a native optimized routine rather than a Python-loop.","functionality,impl"
sklearn,"But in some cases, like PCA, or CountVectorizer etc in scikit-learn, this method is implemented differently to make the processing faster, because:

checking / validating (and conversion) of data to appropriate form is done only once when compared to checking the data in fit() and then checking it again in transform()
some other repetitive tasks can be streamlined easily
",impl
scipy,lil and csr are the 2 fastest formats for that.,attributes
pandas,"Edit: It looks like, you can increase performance by filtering df1 and df2 using .isin, although I only tested it with mock data.",practice
tensorflow,This Iterator methods is much longer than the 'slower' feed_dict method significantly.,attributes
pandas,"You can disable it, but the 'real' way around it is to make a copy of the grouped object using grouped.copy(), but for large dataframes that won't be very performant, so I thought it would be best to make do with the warning.",practice
numpy,Another faster solution with numpy.intersect1d:,practice
scipy,"My attempt on Scipy gives me this, but solving Z with scipy.sparse.linalg lsqr & lsmr is a lot slower than Matlab \ as well as not giving a good enough solution.",alternatives
tensorflow,"In that case, perhaps sess.run([ optimizer ] * N) would be just as efficient.",practice
numpy,"If you know the shape of your numpy array output beforehand, it is efficient to instantiate via np.zeros(n) and fill it with results later.",practice
pandas,@JonClements Actually it is the .values part that makes it slightly faster.,practice
scipy,"A PR has just been merged into numpy master that will make this significantly faster, albeit slower than pdist.",alternatives
tensorflow,"Problem

training a custom tensorflow 1.11 tf.estimator.Estimator with a tf.data.Dataset runs much more slowly than when using tf.keras with the same model architecture and feeding the data directly
However, it does run quickly at times (in terms of global_step/sec), but is slow around epoch start and end.
during the ""fast"" batches, GPU util is around 30%.",attributes
scipy,Even where interp1d performs best (near N=2**4 or 2**5) InterpolatedUnivariateSpline is around 2.5 orders of magnitude faster.,alternatives
pandas,Another option is nlargest but probably not faster than James' suggestion as sorting and getting the head or tail should be faster than nlargest:,alternatives
numpy,So arange is faster because it generates the values directly.,practice
numpy,"Another similar method would be to use .view(dtype = np.void) tacked on to the strided answer, which would be nearly as efficient.",alternatives
sklearn,However it should give similar predictive performance as LinearSVC and comparable performance to LogisticRegression that should be both faster and can scale to hundreds of thousands of samples .,alternatives
sklearn,"Using a OneHotEncoder is the only current valid way, allowing arbitrary splits not dependent on the label ordering, but is computationally expensive.","functionality,attributes"
scipy,"scipy.spatial.distance.cdist is faster than this, 9 times in my test",practice
pandas,"While it's tempting to translate your Excel formula to Pandas / NumPy, using GroupBy, pd.DataFrame.merge and np.select will likely be more efficient and readable.",practice
pandas,"If efficiency is a concern, building a new dataframe is often more efficient than stack:
",practice
scipy,"The fastest method is probably scipy.spatial.distance.cdist:
",practice
pandas,"Before doing the groupby, it might be faster to do drop_duplicates(subset=['id','environment','request_id']) than just using unique in agg on the full data.",practice
pandas,"df = df.mask(df.values == 'abc', 0)   Maybe faster.",practice
sklearn,"If you have scikit-learn installed, sklearn.utils.random.sample_without_replacement offers a much faster method for generating random indices without replacement using Floyd's algorithm:",functionality
tensorflow,sess.run() is too slow,attributes
tensorflow,Following this post How to select rows from a 3-D Tensor in TensorFlow? it seems that is possible to solve the problem in an efficient manner with tf.gather and manipulating the indices.,practice
tensorflow,The only slow part here is tf.map_fn but it is still faster than the other solutions mentioned.,attributes
scipy,"This is why having a skewed line of input (with interp2d(x,x,z)) is much better computationally: there are both a bunch of x and y values, even though geometrically you're still using a line.",practice
numpy,"take could be faster than direct 'fancy' indexing, T[ix-1,:][:,iy]",alternatives
scipy,"I was using scipy.special.expn when I realized I could be using expi instead and it should be much faster, to judge from the Cephes code that I expected it would be based on.",alternatives
pandas,Or you could use .values attribute as @ajcr suggested in the comment which is faster:,practice
pandas,Because i have read that the file access for read_hdf should be faster.,attributes
pandas,I tried set_index but that seems to be not that fast when using with iloc.,practice
numpy,"In the past I've found np.count_nonzero to be much faster than the sum trick, but here -- probably because of the need to use np.appyly_along_axis -- that version is instead much slower, at least for this a.",alternatives
tensorflow,"Tensorflow naming is a bit strange: all of the functions below accept logits, not probabilities, and apply the transformation themselves (which is simply more efficient).

Sigmoid functions family

tf.nn.sigmoid_cross_entropy_with_logits
tf.nn.weighted_cross_entropy_with_logits
tf.losses.sigmoid_cross_entropy
tf.contrib.losses.sigmoid_cross_entropy (DEPRECATED)
","functionality,attributes"
scipy,"Most of the time is spent in scipy.linalg.toeplitz, making it slower than filling in memory in an array for the small matrices used here, so I'd recommend profiling before using this approach.",practice
numpy,"you var was a shape like 100000, 5000 then yes, a np.ndarray will be faster.",practice
scipy,But I've been using cdist precisely because it is fast.,attributes
pandas,"If [] appear anywhere apart from the start/end of the string, this will remove them as well - which probably isn't desirable... Also - making use of regex here isn't really necessary... - one can just use .str.strip('[]') which'll be more efficient and only concern itself with leading/trailing chars...",practice
sklearn,"less than 10000 samples or so), SVC(kernel='linear') might be fast enough to converge.","functionality,attributes"
scipy,Matrix multiplication in the csr and csc formats is the fastest operation.,"functionality,attributes"
pandas,The .apply() is the slowest.,attributes
pandas,sparse matrix multiplication efficiently takes advantage of the sparsity of its inputs (but is slower than numpy dot for non-sparse matrices).,practice
sklearn,I use score_samples() but it is very slow.,attributes
tensorflow,I am trying to add @tf.function for performance enhancement reasons to my custom training code in Tensorflow 2.0.,practice
tensorflow,The new tf.contrib.data.Dataset.from_generator() can potentially speed up your input pipeline by overlapping the data preparation with training.,functionality
scipy,"@EelcoHoogendoorn not certain, but could it be faster if you just hardcode a 3X3 inversion method like you do, but push it in C, and just scipy.weave.blitz on it?",practice
scipy,"One way to accomplish what you want is to convert things temporarily to a scipy.sparse.dia_matrix, but this isn't going to be memory-efficient for a dense matrix.","practice,attributes"
pandas,Note there is the built-in method ne which means not equal to which is faster but possibly less readable,"functionality,attributes"
sklearn,"Ah, we were probably talking about the same thing :) I did not mean to imply that the loop itself is slow, but calling predict repeatedly is.",practice
sklearn,"You can get an instant 2-3x speedup by switching to 5- or 3-fold CV (i.e., cv=3 in the GridSearchCV call) without any meaningful difference in performance estimation.
Try fewer parameter options at each round.",practice
numpy,I once found that np.take() was faster than indexing with [] but I'm not sure if it will matter in your case.,alternatives
pandas,"Try to avoid using .apply() and especially .apply(..., axis=1) as it's very slow.",attributes
pandas,"One,  df.values.sum() is a numpy operation and most of the time, numpy is more performant.",practice
numpy,"With 1000 elements in timestamp only you can get already a speed up of factor 1000 when you avoid unnecessary calcucaltions and when you avoid np.append(pairWiseDiff, diffTime).",practice
scipy,"For sparse matrices scipy.sparse provides various alternative datatypes which will be much more efficient.
","functionality,attributes"
tensorflow,This memory allocation slowdown is offset by a speedup in the requested operation (matmul in this case) if and only if the speedup exceeds the difference in memory allocation times.,attributes
numpy,"Secondly, in terms of performance, you can do better than np.unique with a hashable type. np.unique will always run in O(n log n) since it does a sort.","attributes,practice,functionality"
numpy,"If this is not sufficiently fast I believe the best way to continue is likely to create some sort of chunk algorithm that iterates through parts of the array, if chunk[chunk.argmax()]!=1 go to the next chunk else stop.",practice
numpy,I didn't think any would be that slow for the short arrays though,attributes
pandas,But I'm worried that select_dtypes() can be slow and this seem to add a middle step that I'm hoping isn't necessary (subsetting the data before pulling back the column names of just the numeric attributes).,attributes
numpy,"The first uses np.where and leaves the arrays unmodified and another that involves sorting the arrays which should be faster for large I.
Using np.where",alternatives
tensorflow,"here is my Speed chart:
 enter image description here
we can see that tf.Dataset is slow than tf.FIFOQueue.",alternatives
tensorflow,"Great, that's what tf.data is intended for :) Be sure to check out the input pipeline performance guide for tips on how to speed things up.",references
scipy,"The reason I want something like this is to give this function to scipy.integrate.odeint, so it needs to be fast.",practice
