project,desc,knowledge
pandas,"Using :func:`pandas.eval` we will speed up a sum by an order of
 ~2.",Performance Attribute
pandas,".. ipython:: python
 
    df = pd.DataFrame({'a': np.random.randn(1000),
                       'b': np.random.randn(1000),
                       'N': np.random.randint(100, 1000, (1000)),
                       'x': 'x'})
    df
 
 Here's the function in pure Python:
 
 .. ipython:: python
 
    def f(x):
        return x * (x - 1)
 
    def integrate_f(a, b, N):
        s = 0
        dx = (b - a) / N
        for i in range(N):
            s += f(a + i * dx)
        return s * dx
 
 We achieve our result by using ``apply`` (row-wise):
 
 .. code-block:: ipython
 
    In [7]: %timeit df.apply(lambda x: integrate_f(x['a'], x['b'], x['N']), axis=1)
    10 loops, best of 3: 174 ms per loop
 
 But clearly this isn't fast enough for us.",Performance Attribute
pandas,"It's now over ten times faster than the original python
 implementation, and we haven't *really* modified the code.",Comparison w/ Alternatives 
pandas,"So, do not do this:
 
    .. code-block:: python
 
         apply_integrate_f(df['a'], df['b'], df['N'])
 
    But rather, use :meth:`Series.to_numpy` to get the underlying ``ndarray``:
 
    .. code-block:: python
 
         apply_integrate_f(df['a'].to_numpy(),
                           df['b'].to_numpy(),
                           df['N'].to_numpy())
 
 .. note::
 
     Loops like this would be *extremely* slow in Python, but in Cython looping
     over NumPy arrays is *fast*.",Implementation Details 
pandas,"Even faster, with the caveat that a bug in our Cython code (an off-by-one error,
for example) might cause a segfault because memory access isn't checked.",Implementation Details 
pandas,"Consider the following toy example of doubling each observation:
 
 .. code-block:: python
 
    import numba
 
 
    def double_every_value_nonumba(x):
        return x * 2
 
 
    @numba.vectorize
    def double_every_value_withnumba(x):  # noqa E501
        return x * 2
 
 .. code-block:: ipython
 
    # Custom function without numba
    In [5]: %timeit df['col1_doubled'] = df.a.apply(double_every_value_nonumba)  # noqa E501
    1000 loops, best of 3: 797 us per loop
 
    # Standard implementation (faster than a custom function)
    In [6]: %timeit df['col1_doubled'] = df.a * 2
    1000 loops, best of 3: 233 us per loop
 
    # Custom function with numba
    In [7]: %timeit (df['col1_doubled'] = double_every_value_withnumba(df.a.values)
    1000 loops, best of 3: 145 us per loop
 
 Caveats
 ~~~~~~~
 
 .. note::
 
     Numba will execute on any function, but can only accelerate certain classes of functions.",Comparison w/ Alternatives 
pandas,"In fact,
    :func:`~pandas.eval` is many orders of magnitude slower for
    smaller expressions/objects than plain ol' Python.",Comparison w/ Alternatives
pandas,".. note::
 
    The larger the frame and the larger the expression the more speedup you will
    see from using :func:`~pandas.eval`.",Usage Practice
pandas,"First let's create a few decent-sized arrays to play with:
 
 .. ipython:: python
 
    nrows, ncols = 20000, 100
    df1, df2, df3, df4 = [pd.DataFrame(np.random.randn(nrows, ncols)) for _ in range(4)]
 
 
 Now let's compare adding them together using plain ol' Python versus
 :func:`~pandas.eval`:
 
 .. ipython:: python
 
    %timeit df1 + df2 + df3 + df4
 
 .. ipython:: python
 
    %timeit pd.eval('df1 + df2 + df3 + df4')
 
 
 Now let's do the same thing but with comparisons:
 
 .. ipython:: python
 
    %timeit (df1 > 0) & (df2 > 0) & (df3 > 0) & (df4 > 0)
 
 .. ipython:: python
 
    %timeit pd.eval('(df1 > 0) & (df2 > 0) & (df3 > 0) & (df4 > 0)')
 
 
 :func:`~pandas.eval` also works with unaligned pandas objects:
 
 .. ipython:: python
 
    s = pd.Series(np.random.randn(50))
    %timeit df1 + df2 + df3 + df4 + s
 
 .. ipython:: python
 
    %timeit pd.eval('df1 + df2 + df3 + df4 + s')
 
 .. note::
 
    Operations such as
 
       .. code-block:: python
 
          1 and 2  # would parse to 1 & 2, but should evaluate to 2
          3 or 4  # would parse to 3 | 4, but should evaluate to 3
          ~1  # this is okay, but slower when using eval
 
    should be performed in Python.",Usage Practice
pandas,"You will achieve **no** performance
    benefits using :func:`~pandas.eval` with ``engine='python'`` and in fact may
    incur a performance hit.",Usage Practice
pandas,"It
 is a bit slower (not by much) than evaluating the same expression in Python
 
 .. ipython:: python
 
    %timeit df1 + df2 + df3 + df4
 
 .. ipython:: python
 
    %timeit pd.eval('df1 + df2 + df3 + df4', engine='python')
 
 
 :func:`pandas.eval` Performance
 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
 
 :func:`~pandas.eval` is intended to speed up certain kinds of operations.",Comparison w/ Alternatives
pandas,"In
 particular, those operations involving complex expressions with large
 :class:`~pandas.DataFrame`/:class:`~pandas.Series` objects should see a
 significant performance benefit.",Usage Practice
pandas,".. image:: ../_static/eval-perf.png
 
 
 .. note::
 
    Operations with smallish objects (around 15k-20k rows) are faster using
    plain Python:
 
        .. image:: ../_static/eval-perf-small.png
 
 
 This plot was created using a ``DataFrame`` with 3 columns each containing
 floating point values generated using ``numpy.random.randn()``.",Usage Practice
pandas,"This is optional
 as it can be expensive to do this deeper introspection.",Purpose & Rationale
pandas,".. note::
 
    Many kinds of complicated data manipulations can be expressed in terms of
    GroupBy operations (though can't be guaranteed to be the most
    efficient).",Usage Practice
pandas,"Thus, this does not pose any problems:
 
 .. ipython:: python
 
    df.groupby('A').std()
 
 Note that ``df.groupby('A').colname.std().`` is more efficient than
 ``df.groupby('A').std().colname``, so if the result of an aggregation function
 is only interesting over one column (here ``colname``), it may be filtered
 *before* applying the aggregation function.",Comparison w/ Alternatives 
pandas,".. ipython:: python
 
    s1 = pd.Series(np.random.randn(6), index=list('abcdef'))
    s1
    s1.loc['c':]
    s1.loc['b']
 
 Note that setting works as well:
 
 .. ipython:: python
 
    s1.loc['c':] = 0
    s1
 
 With a DataFrame:
 
 .. ipython:: python
 
    df1 = pd.DataFrame(np.random.randn(6, 4),
                       index=list('abcdef'),
                       columns=list('ABCD'))
    df1
    df1.loc[['a', 'b', 'd'], :]
 
 Accessing via label slices:
 
 .. ipython:: python
 
    df1.loc['d':, 'A':'C']
 
 For getting a cross section using a label (equivalent to ``df.xs('a')``):
 
 .. ipython:: python
 
    df1.loc['a']
 
 For getting values with a boolean array:
 
 .. ipython:: python
 
    df1.loc['a'] > 0
    df1.loc[:, df1.loc['a'] > 0]
 
 For getting a value explicitly (equivalent to deprecated ``df.get_value('a','A')``):
 
 .. ipython:: python
 
    # this is also equivalent to ``df1.at['a','A']``
    df1.loc['a', 'A']
 
 .. _indexing.slicing_with_labels:
 
 Slicing with labels
 ~~~~~~~~~~~~~~~~~~~
 
 When using ``.loc`` with slices, if both the start and the stop labels are
 present in the index, then elements *located* between the two (including them)
 are returned:
 
 .. ipython:: python
 
    s = pd.Series(list('abcde'), index=[0, 3, 2, 5, 4])
    s.loc[3:5]
 
 If at least one of the two is absent, but the index is sorted, and can be
 compared against start and stop labels, then slicing will still work as
 expected, by selecting labels which *rank* between the two:
 
 .. ipython:: python
 
    s.sort_index()
    s.sort_index().loc[1:6]
 
 However, if at least one of the two is absent *and* the index is not sorted, an
 error will be raised (since doing otherwise would be computationally expensive,
 as well as potentially ambiguous for mixed type indexes).",Purpose & Rationale
pandas,"If you only want to access a scalar value, the
 fastest way is to use the ``at`` and ``iat`` methods, which are implemented on
 all of the data structures.","Usage Practice,Functionality & Behavior,Implementation Details"
pandas,"Using a boolean vector to index a Series works exactly as in a NumPy ndarray:
 
 .. ipython:: python
 
    s = pd.Series(range(-3, 4))
    s
    s[s > 0]
    s[(s < -1) | (s > 0.5)]
    s[~(s < 0)]
 
 You may select rows from a DataFrame using a boolean vector the same length as
 the DataFrame's index (for example, something derived from one of the columns
 of the DataFrame):
 
 .. ipython:: python
 
    df[df['A'] > 0]
 
 List comprehensions and ``map`` method of Series can also be used to produce
 more complex criteria:
 
 .. ipython:: python
 
    df2 = pd.DataFrame({'a': ['one', 'one', 'two', 'three', 'two', 'one', 'six'],
                        'b': ['x', 'y', 'y', 'x', 'y', 'x', 'x'],
                        'c': np.random.randn(7)})
 
    # only want 'two' or 'three'
    criterion = df2['a'].map(lambda x: x.startswith('t'))
 
    df2[criterion]
 
    # equivalent but slower
    df2[[x.startswith('t') for x in df2['a']]]
 
    # Multiple criteria
    df2[criterion & (df2['b'] == 'x')]
 
 With the choice methods :ref:`Selection by Label <indexing.label>`, :ref:`Selection by Position <indexing.integer>`,
 and :ref:`Advanced Indexing <advanced>` you may select along more than one axis using boolean vectors combined with other indexing expressions.",Comparison w/ Alternatives
pandas,".. ipython:: python
 
    df2 = df.copy()
    df2.where(df2 > 0, df2['A'], axis='index')
 
 This is equivalent to (but faster than) the following.",Comparison w/ Alternatives 
pandas,".. image:: ../_static/query-perf.png
 
 .. note::
 
    You will only see the performance benefits of using the ``numexpr`` engine
    with ``DataFrame.query()`` if your frame has more than approximately 200,000
    rows.",Performance Attribute
pandas,"Furthermore this order of operations *can* be significantly
 faster, and allows one to index *both* axes if so desired.",Purpose & Rationale
pandas,".. csv-table::
     :header: ""Format Type"", ""Data Description"", ""Reader"", ""Writer""
     :widths: 30, 100, 60, 60
     :delim: ;
 
     text;`CSV <https://en.wikipedia.org/wiki/Comma-separated_values>`__;:ref:`read_csv<io.read_csv_table>`;:ref:`to_csv<io.store_in_csv>`
     text;`JSON <https://www.json.org/>`__;:ref:`read_json<io.json_reader>`;:ref:`to_json<io.json_writer>`
     text;`HTML <https://en.wikipedia.org/wiki/HTML>`__;:ref:`read_html<io.read_html>`;:ref:`to_html<io.html>`
     text; Local clipboard;:ref:`read_clipboard<io.clipboard>`;:ref:`to_clipboard<io.clipboard>`
     binary;`MS Excel <https://en.wikipedia.org/wiki/Microsoft_Excel>`__;:ref:`read_excel<io.excel_reader>`;:ref:`to_excel<io.excel_writer>`
     binary;`HDF5 Format <https://support.hdfgroup.org/HDF5/whatishdf5.html>`__;:ref:`read_hdf<io.hdf5>`;:ref:`to_hdf<io.hdf5>`
     binary;`Feather Format <https://github.com/wesm/feather>`__;:ref:`read_feather<io.feather>`;:ref:`to_feather<io.feather>`
     binary;`Parquet Format <https://parquet.apache.org/>`__;:ref:`read_parquet<io.parquet>`;:ref:`to_parquet<io.parquet>`
     binary;`Msgpack <https://msgpack.org/index.html>`__;:ref:`read_msgpack<io.msgpack>`;:ref:`to_msgpack<io.msgpack>`
     binary;`Stata <https://en.wikipedia.org/wiki/Stata>`__;:ref:`read_stata<io.stata_reader>`;:ref:`to_stata<io.stata_writer>`
     binary;`SAS <https://en.wikipedia.org/wiki/SAS_(software)>`__;:ref:`read_sas<io.sas_reader>`;
     binary;`Python Pickle Format <https://docs.python.org/3/library/pickle.html>`__;:ref:`read_pickle<io.pickle>`;:ref:`to_pickle<io.pickle>`
     SQL;`SQL <https://en.wikipedia.org/wiki/SQL>`__;:ref:`read_sql<io.sql>`;:ref:`to_sql<io.sql>`
     SQL;`Google Big Query <https://en.wikipedia.org/wiki/BigQuery>`__;:ref:`read_gbq<io.bigquery>`;:ref:`to_gbq<io.bigquery>`
 
 :ref:`Here <io.perf>` is an informal performance comparison for some of these IO methods.",Ref
pandas,"If callable, the callable function will be evaluated against the column names,
   returning names where the callable function evaluates to True:
 
   .. ipython:: python
 
      from pandas.compat import StringIO, BytesIO
      data = ('col1,col2,col3\n'
              'a,b,1\n'
              'a,b,2\n'
              'c,d,3')
      pd.read_csv(StringIO(data))
      pd.read_csv(StringIO(data), usecols=lambda x: x.upper() in ['COL1', 'COL3'])
 
   Using this parameter results in much faster parsing time and lower memory usage.",Performance Attribute
pandas,"The C engine is faster while the Python engine is
   currently more feature-complete.",Comparison w/ Alternatives
pandas,"Using this
   option can improve performance because there is no longer any I/O overhead.",Purpose & Rationale
pandas,"In
   data without any NAs, passing ``na_filter=False`` can improve the performance
   of reading a large file.",Usage Practice
pandas,A fast-path exists for iso8601-formatted dates.,Implementation Details
pandas,"infer_datetime_format : boolean, default ``False``
   If ``True`` and parse_dates is enabled for a column, attempt to infer the
   datetime format to speed up the processing.",Purpose & Rationale
pandas,"If you can arrange
    for your data to store datetimes in this format, load times will be
    significantly faster, ~20x has been observed.",Usage Practice
pandas,"Note that performance-wise, you should try these methods of parsing dates in order:
 
 1.",Usage Practice
pandas,"For optimal performance, this should be vectorized, i.e., it should accept arrays
    as arguments.",Usage Practice
pandas,"If set, pandas will attempt
 to guess the format of your datetime strings, and then use a faster means
 of parsing the strings.",Functionality & Behavior
pandas,".. _io.chunking:
 
 Iterating through files chunk by chunk
 ''''''''''''''''''''''''''''''''''''''
 
 Suppose you wish to iterate through a (potentially very large) file lazily
 rather than reading the entire file into memory, such as the following:
 
 
 .. ipython:: python
 
    print(open('tmp.sv').read())
    table = pd.read_csv('tmp.sv', sep='|')
    table
 
 
 By specifying a ``chunksize`` to ``read_csv``, the return
 value will be an iterable object of type ``TextFileReader``:
 
 .. ipython:: python
 
    reader = pd.read_csv('tmp.sv', sep='|', chunksize=4)
    reader
 
    for chunk in reader:
        print(chunk)
 
 
 Specifying ``iterator=True`` will also return the ``TextFileReader`` object:
 
 .. ipython:: python
 
    reader = pd.read_csv('tmp.sv', sep='|', iterator=True)
    reader.get_chunk(5)
 
 .. ipython:: python
    :suppress:
 
    os.remove('tmp.sv')
    os.remove('tmp2.sv')
 
 Specifying the parser engine
 ''''''''''''''''''''''''''''
 
 Under the hood pandas uses a fast and efficient parser implemented in C as well
 as a Python implementation which is currently more feature-complete.",Implementation Details
pandas,Default (``False``) is to use fast but less precise builtin functionality.,"Functionality & Behavior,Implementation Details"
pandas,"This can provide speedups if you are deserialising a large amount of numeric
 data:
 
 .. ipython:: python
 
    randfloats = np.random.uniform(-100, 1000, 10000)
    randfloats.shape = (1000, 10)
    dffloats = pd.DataFrame(randfloats, columns=list('ABCDEFGHIJ'))
 
    jsonfloats = dffloats.to_json()
 
 .. ipython:: python
 
    %timeit pd.read_json(jsonfloats)
 
 .. ipython:: python
 
    %timeit pd.read_json(jsonfloats, numpy=True)
 
 The speedup is less noticeable for smaller datasets:
 
 .. ipython:: python
 
    jsonfloats = dffloats.head(100).to_json()
 
 .. ipython:: python
 
    %timeit pd.read_json(jsonfloats)
 
 .. ipython:: python
 
    %timeit pd.read_json(jsonfloats, numpy=True)
 
 .. warning::
 
    Direct NumPy decoding makes a number of assumptions and may fail or produce
    unexpected output if these assumptions are not satisfied:
 
     - data is numeric.",Performance Attribute
pandas,"**Issues with** |lxml|_
 
 * Benefits
 
     * |lxml|_ is very fast.",Performance Attribute
pandas,"* Drawbacks
 
     * The biggest drawback to using |html5lib|_ is that it is slow as
       molasses.",Performance Attribute
pandas,".. code-block:: python
 
    # Returns a DataFrame
    pd.read_excel('path_to_file.xls', sheet_name='Sheet1')
 
 
 .. _io.excel.excelfile_class:
 
 ``ExcelFile`` class
 +++++++++++++++++++
 
 To facilitate working with multiple sheets from the same file, the ``ExcelFile``
 class can be used to wrap the file and can be passed into ``read_excel``
 There will be a performance benefit for reading multiple sheets as the file is
 read into memory only once.","Implementation Details,Performance Attribute"
pandas,"The primary use-case for an ``ExcelFile`` is parsing multiple sheets with
 different parameters:
 
 .. code-block:: python
 
     data = {}
     # For when Sheet1's format differs from Sheet2
     with pd.ExcelFile('path_to_file.xls') as xls:
         data['Sheet1'] = pd.read_excel(xls, 'Sheet1', index_col=None,
                                        na_values=['NA'])
         data['Sheet2'] = pd.read_excel(xls, 'Sheet2', index_col=1)
 
 Note that if the same parsing parameters are used for all sheets, a list
 of sheet names can simply be passed to ``read_excel`` with no loss in performance.",Usage Practice
pandas,".. code-block:: python
 
    with pd.ExcelWriter('path_to_file.xlsx') as writer:
        df1.to_excel(writer, sheet_name='Sheet1')
        df2.to_excel(writer, sheet_name='Sheet2')
 
 .. note::
 
     Wringing a little more performance out of ``read_excel``
     Internally, Excel stores all numeric data as floats.",Implementation Details
pandas,"You can pass ``convert_float=False`` to disable this behavior, which
     may give a slight performance improvement.","Functionality & Behavior,Performance Attribute"
pandas,"This is a lightweight portable binary format, similar
 to binary JSON, that is highly space efficient, and provides good performance
 both on the writing (serialization), and reading (deserialization).",Concept
pandas,".. ipython:: python
 
   pd.read_msgpack(df.to_msgpack() + s.to_msgpack())
 
 .. _io.hdf5:
 
 HDF5 (PyTables)
 ---------------
 
 ``HDFStore`` is a dict-like object which reads and writes pandas using
 the high performance HDF5 format using the excellent `PyTables
 <https://www.pytables.org/>`__ library.",Concept
pandas,The ``fixed`` format stores offer very fast writing and slightly faster reading than ``table`` stores.,Concept
pandas,".. ipython:: python
 
    df_dc = df.copy()
    df_dc['string'] = 'foo'
    df_dc.loc[df_dc.index[4:6], 'string'] = np.nan
    df_dc.loc[df_dc.index[7:9], 'string'] = 'bar'
    df_dc['string2'] = 'cool'
    df_dc.loc[df_dc.index[1:3], ['B', 'C']] = 1.0
    df_dc
 
    # on-disk operations
    store.append('df_dc', df_dc, data_columns=['B', 'C', 'string', 'string2'])
    store.select('df_dc', where='B > 0')
 
    # getting creative
    store.select('df_dc', 'B > 0 & C > 0 & string == foo')
 
    # this is in-memory version of this type of selection
    df_dc[(df_dc.B > 0) & (df_dc.C > 0) & (df_dc.string == 'foo')]
 
    # we have automagically created this index and the B/C/string/string2
    # columns are stored separately as ``PyTables`` columns
    store.root.df_dc.table
 
 There is some performance degradation by making lots of columns into
 `data columns`, so it is up to the user to designate these.",Usage Practice
pandas,"You can then perform a very fast query
 on the selector table, yet get lots of data back.",Functionality & Behavior
pandas,"This method is similar to
 having a very wide table, but enables more efficient queries.",Functionality & Behavior
pandas,"Thus
 deleting can potentially be a very expensive operation depending on the
 orientation of your data.",Performance Attribute
pandas,"To get optimal performance, it's
 worthwhile to have the dimension you are deleting be the first of the
 ``indexables``.",Usage Practice
pandas,"On
 the other hand a delete operation on the ``minor_axis`` will be very
 expensive.",Performance Attribute
pandas,"In this case it would almost certainly be faster to rewrite
 the table using a ``where`` that selects all but the missing data.",Usage Practice
pandas,"However, the ``category`` dtyped data is
 stored in a more efficient manner.",Implementation Details
pandas,"Performance
 '''''''''''
 
 * ``tables`` format come with a writing performance penalty as compared to
   ``fixed`` stores.",Comparison w/ Alternatives
pandas,"Query times can
   be quite fast, especially on an indexed axis.",Performance Attribute
pandas,This will optimize read/write performance.,Usage Practice
pandas,"See
   `Here <https://stackoverflow.com/questions/14355151/how-to-make-pandas-hdfstore-put-operation-faster/14370190#14370190>`__
   for more information and some solutions.",Ref
pandas,"It is designed to make reading and writing data
 frames efficient, and to make sharing data across data analysis languages easy.",Purpose & Rationale
pandas,"It is designed to
 make reading and writing data frames efficient, and to make sharing data across data analysis
 languages easy.",Purpose & Rationale
pandas,"Parquet can use a variety of compression techniques to shrink the file size as much as possible
 while still maintaining good read performance.",Concept
pandas,"This usually provides better performance for analytic databases
   like *Presto* and *Redshift*, but has worse performance for
   traditional SQL backend if the table contains many columns.",Usage Practice
pandas,"- callable with signature ``(pd_table, conn, keys, data_iter)``:
   This can be used to implement a more performant insertion method based on
   specific backend dialect features.",Usage Practice
pandas,"This can be very expensive relative
   to the actual data concatenation.",Usage Practice
pandas,".. note::
    It is worth noting that :func:`~pandas.concat` (and therefore
    :func:`~pandas.append`) makes a full copy of the data, and that constantly
    reusing this function can create a significant performance hit.","Functionality & Behavior,Usage Practice"
pandas,".. _merging.append.row:
 
 Appending rows to a DataFrame
 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
 
 While not especially efficient (since a new object must be created), you can
 append a single row to a ``DataFrame`` by passing a ``Series`` or dict to
 ``append``, which returns a new ``DataFrame`` as above.",Usage Practice
pandas,"Defaults to ``True``, setting to ``False`` will improve performance
   substantially in many cases.",Functionality & Behavior
pandas,"Cannot be avoided in many
   cases but may improve performance / memory usage.",Usage Practice
pandas,".. note::
 
    Merging on ``category`` dtypes that are the same can be quite performant compared to ``object`` dtype merging.","Usage Practice,Comparison w/ Alternatives"
pandas,"..  ipython:: python
 
    left = pd.DataFrame({'A': ['A0', 'A1', 'A2'],
                         'B': ['B0', 'B1', 'B2']},
                         index=pd.Index(['K0', 'K1', 'K2'], name='key'))
 
    index = pd.MultiIndex.from_tuples([('K0', 'Y0'), ('K1', 'Y1'),
                                      ('K2', 'Y2'), ('K2', 'Y3')],
                                       names=['key', 'Y'])
    right = pd.DataFrame({'C': ['C0', 'C1', 'C2', 'C3'],
                          'D': ['D0', 'D1', 'D2', 'D3']},
                          index=index)
 
    result = left.join(right, how='inner')
 
 .. ipython:: python
    :suppress:
 
    @savefig merging_join_multiindex_inner.png
    p.plot([left, right], result,
           labels=['left', 'right'], vertical=False);
    plt.close('all');
 
 This is equivalent but less verbose and more memory efficient / faster than this.",Comparison w/ Alternatives
pandas,":meth:`~Series.replace` in Series and :meth:`~DataFrame.replace` in DataFrame provides an efficient yet
 flexible way to perform such replacements.",Functionality & Behavior
pandas,For large frames this can be quite slow.,Usage Practice
pandas,                                                     this can be quite slow.,Performance Attribute 
pandas,"compute.use_bottleneck                  True         Use the bottleneck library to accelerate
                                                      computation if it is installed.",Functionality & Behavior
pandas,"compute.use_numexpr                     True         Use the numexpr library to accelerate
                                                      computation if it is installed.",Functionality & Behavior
pandas,".. _options.east_asian_width:
 
 Unicode Formatting
 ------------------
 
 .. warning::
 
    Enabling this option will affect the performance for printing of DataFrame and Series (about 2 times slower).",Usage Practice
pandas,".. ipython:: python
 
   dft = pd.DataFrame({""A1970"": {0: ""a"", 1: ""b"", 2: ""c""},
                       ""A1980"": {0: ""d"", 1: ""e"", 2: ""f""},
                       ""B1970"": {0: 2.5, 1: 1.2, 2: .7},
                       ""B1980"": {0: 3.2, 1: 1.3, 2: .1},
                       ""X"": dict(zip(range(3), np.random.randn(3)))
                      })
   dft[""id""] = dft.index
   dft
   pd.wide_to_long(dft, [""A"", ""B""], i=""id"", j=""year"")
 
 Combining with stats and GroupBy
 --------------------------------
 
 It should be no shock that combining ``pivot`` / ``stack`` / ``unstack`` with
 GroupBy and the basic Series and DataFrame statistical functions can produce
 some very expressive and fast data manipulations.",Usage Practice
pandas,"So if we had a mostly zero ``Series``, we could
 convert it to sparse with ``fill_value=0``:
 
 .. ipython:: python
 
    ts.fillna(0).to_sparse(fill_value=0)
 
 The sparse objects exist for memory efficiency reasons.",Purpose & Rationale
pandas,"We
 recommend using ``block`` as it's more memory efficient.",Usage Practice
pandas,"the number of unique elements in the ``Series`` is a lot smaller than the length of the
     ``Series``), it can be faster to convert the original ``Series`` to one of type
     ``category`` and then use ``.str.<method>`` or ``.dt.<property>`` on that.",Usage Practice
pandas,"The performance difference comes from the fact that, for ``Series`` of type ``category``, the
     string operations are done on the ``.categories`` and not on each element of the
     ``Series``.",Purpose & Rationale
pandas,This could also potentially speed up the conversion considerably.,Functionality & Behavior
pandas,"The ``DatetimeIndex`` class contains many time series related optimizations:
 
 * A large range of dates for various offsets are pre-computed and cached
   under the hood in order to make generating subsequent date ranges very fast
   (just have to grab a slice).",Implementation Details
pandas,* Fast shifting using the ``shift`` and ``tshift`` method on pandas objects.,Implementation Details
pandas,"* Unioning of overlapping ``DatetimeIndex`` objects with the same frequency is
   very fast (important for fast data alignment).",Performance Attribute
pandas,* Regularization functions like ``snap`` and very fast ``asof`` logic.,Implementation Details
pandas,"They can still be used but may
 calculate significantly slower and will show a ``PerformanceWarning``
 
 .. ipython:: python
    :okwarning:
 
    rng + pd.offsets.BQuarterEnd()
 
 
 .. _timeseries.custombusinessdays:
 
 Custom Business Days
 ~~~~~~~~~~~~~~~~~~~~
 
 The ``CDay`` or ``CustomBusinessDay`` class provides a parametric
 ``BusinessDay`` class which can be used to create customized business day
 calendars which account for local holidays and local weekend conventions.",Usage Practice
scipy,"Using
 compiled callback functions can improve performance somewhat by
 avoiding wrapping data in Python objects.",Implementation Details 
scipy,"In particular, using ``which = 'SM'``
 may lead to slow execution time and/or anomalous results.",Functionality & Behavior
scipy,"First
 compute a standard eigenvalue decomposition using ``eigh``:
 
     >>> evals_all, evecs_all = eigh(X)
 
 As the dimension of ``X`` grows, this routine becomes very slow.","Functionality & Behavior,Performance Attribute"
scipy,"We could increase the tolerance (``tol``) to lead to faster
 convergence:
 
     >>> evals_small, evecs_small = eigsh(X, 3, which='SM', tol=1E-2)
     >>> evals_all[:3]
     array([0.0003783, 0.00122714, 0.00715878])
     >>> evals_small
     array([0.00037831, 0.00122714, 0.00715881])
     >>> np.dot(evecs_small.T, evecs_all[:,:3])
     array([[ 0.99999999  0.00000024 -0.00000049],    # may vary (signs)
            [-0.00000023  0.99999999  0.00000056],
            [ 0.00000031 -0.00000037  0.99999852]])
 
 This works, but we lose the precision in the results.",Usage Practice
scipy,"The shift-invert mode provides more than just a fast way to obtain a few
 small eigenvalues.",Functionality & Behavior
scipy,"Index Tricks
 ^^^^^^^^^^^^
 
 There are some class instances that make special use of the slicing
 functionality to provide efficient means for array construction.",Purpose & Rationale
scipy,"Cache Destruction
 -----------------
 
 To accelerate repeat transforms on arrays of the same shape and dtype,
 scipy.fftpack keeps a cache of the prime factorization of length of the array
 and pre-computed trigonometric functions.","Implementation Details, Purpose & Rationale"
scipy,".. _quad-callbacks:
 
 Faster integration using low-level callback functions
 -----------------------------------------------------
 
 A user desiring reduced integration times may pass a C function
 pointer through `scipy.LowLevelCallable` to `quad`, `dblquad`,
 `tplquad` or `nquad` and it will be integrated and return a result in
 Python.","Implementation Details, Usage Practice"
scipy,The performance increase here arises from two factors.,Purpose & Rationale
scipy,"The
 primary improvement is faster function evaluation, which is provided
 by compilation of the function itself.",Implementation Details
scipy,"Additionally we have a speedup
 provided by the removal of function calls between C and Python in
 :obj:`quad`.",Implementation Details
scipy,"For a large
 system of differential equations that are known to be stiff, this
 can improve performance significantly.",Purpose & Rationale
scipy,"For a large
 system, this improves the performance significantly, as demonstrated in the
 following ipython session.","Implementation Details, Purpose & Rationale"
scipy,"First, we define the required inputs::
 
     In [31]: y0 = np.random.randn(5000)
 
     In [32]: t = np.linspace(0, 50, 11)
 
     In [33]: f = 0.024
 
     In [34]: k = 0.055
 
     In [35]: Du = 0.01
 
     In [36]: Dv = 0.005
 
     In [37]: dx = 0.025
 
 Time the computation without taking advantage of the banded structure
 of the Jacobian matrix::
 
     In [38]: %timeit sola = odeint(grayscott1d, y0, t, args=(f, k, Du, Dv, dx))
     1 loop, best of 3: 25.2 s per loop
 
 Now set ``ml=2`` and ``mu=2``, so `odeint` knows that the Jacobian matrix
 is banded::
 
     In [39]: %timeit solb = odeint(grayscott1d, y0, t, args=(f, k, Du, Dv, dx), ml=2, mu=2)
     10 loops, best of 3: 191 ms per loop
 
 That is quite a bit faster!",Usage Practice
scipy,"An
 option for entering a symmetric matrix is offered which can speed up
 the processing when applicable.",Purpose & Rationale
scipy,"However, it is better to use the linalg.solve command which can be
 faster and more numerically stable.",Usage Practice
scipy,"In this case it however gives the
 same answer as shown in the following example:
 
     >>> import numpy as np
     >>> from scipy import linalg
     >>> A = np.array([[1, 2], [3, 4]])
     >>> A
     array([[1, 2],
           [3, 4]])
     >>> b = np.array([[5], [6]])
     >>> b
     array([[5],
           [6]])
     >>> linalg.inv(A).dot(b)  # slow
     array([[-4.",Performance Attribute
scipy,"],
           [ 4.5]])
     >>> A.dot(linalg.inv(A).dot(b)) - b  # check
     array([[  8.88178420e-16],
           [  2.66453526e-15]])
     >>> np.linalg.solve(A, b)  # fast
     array([[-4.",Performance Attribute
scipy,"Usually, using the *output* argument is
 more efficient, since an existing array is used to store the
 result.","Implementation Details,Usage Practice"
scipy,"A good example is the calculation
 of backward and forward differences:
 
 .. code:: python
 
     >>> a = [0, 0, 1, 1, 1, 0, 0]
     >>> correlate1d(a, [-1, 1])               # backward difference
     array([ 0,  0,  1,  0,  0, -1,  0])
     >>> correlate1d(a, [-1, 1], origin = -1)  # forward difference
     array([ 0,  1,  0,  0, -1,  0,  0])
 
 We could also have calculated the forward difference as follows:
 
 .. code:: python
 
     >>> correlate1d(a, [0, -1, 1])
     array([ 0,  1,  0,  0, -1,  0,  0])
 
 However, using the origin parameter instead of a larger kernel is
 more efficient.",Usage Practice
