project,desc,knowledge
scipy,"array_like, optional
        Structuring element used in the computation; large-size elements
        make computations faster but may miss holes separated from the
        background by thin regions. ","perf attributes,functionality desc"
scipy,"this function employs a slow brute force algorithm, see also the","impl details, ref"
scipy,"  efficiency and convenience, the input and output arrays of the fitting",purpose & rationale
scipy,"Also, this time we
    will use gradient information to significantly speed up the search.

    ",usage practice
scipy,this global minimization method has been shown to be extremely efficient,concepts
scipy,"If the Jacobian has
        only few non-zero elements in *each* row, providing the sparsity
        structure will greatly speed up the computations. ","perf attributes, usage practice"
scipy,"Several potential improvements can be made here: additional presolve
    checks outlined in [8]_ should be implemented, the presolve routine should
    be run multiple times (until no further simplifications can be made), and
    more of the efficiency improvements from [5]_ should be implemented in the
    redundancy removal routines.

    ",misc
scipy,"This algorithm
    should be reasonably reliable and fast for small problems.

    ",perf attributes
scipy,this algorithm is intended to provide a faster,"purpose & rationale, functionality desc"
scipy,"Usually the most
              efficient method for small unconstrained problems.

        ",perf attributes
scipy,"_, it is very robust and
    efficient with a lot of smart tricks. ","impl details, perf attributes"
scipy,jacobian to significantly speed up this process,usage practice
scipy,structure will greatly speed up the computations [curtis]_,usage practice
scipy,"If 'auto', the
        tolerance will be adjusted based on the optimality of the current
        iterate, which can speed up the optimization process, but is not always
        reliable.
    ","perf attributes, functionality desc"
scipy,the ``sobol`` method is faster in terms of sampling point,perf attributes
scipy,the search space (and therefore performance) is decreased by o(n!),perf attributes
scipy,"bool, optional
        Specify whether the Jacobian function computes derivatives down
        the columns (faster, because there is no transpose operation).
    ","perf attributes, functionality desc"
scipy,"bool, optional
        non-zero to specify that the Jacobian function computes derivatives
        down the columns (faster, because there is no transpose operation).
    ","perf attributes, functionality desc"
scipy,"In practice it can have poor
    performance in high-dimensional problems and is not robust to
    minimizing complicated functions. ","perf attributes,usage practice,functionality desc"
scipy,but it will usually be slower than an algorithm that uses first or,comparison with alternatives
scipy,the brute force approach is inefficient because the number of grid points,"perf attributes,purpose & rationale"
scipy,"The above is the equivalent of solving for each value in ``(x, a)``
    separately in a for-loop, just faster:

    ","usage practice, comparison with alternatives"
scipy,algorithm 748 with ``k=2`` is asymptotically the most efficient,concepts
scipy,generally as fast as the brent routines,"concepts, comparison with alternatives"
scipy,"ridders' method is faster than bisection, but not","concepts, comparison with alternatives"
scipy,slow but sure,perf attributes
scipy,"In most cases
      this order is the fastest one because faster operations are applied first
      to reduce the number of peaks that need to be evaluated later.
    ",impl details
scipy,searching for the peak's bases can be slow for large `x` with periodic,impl details
scipy,this parameter can speed up the calculation (see notes),perf attributes
scipy,"For long FIR filters, the FFT approach can have lower error and be much
    faster than the equivalent direct polynomial calculation.

    ",comparison with alternatives
scipy,`worn` is fast to compute via fft (i,usage practice
scipy,faster computations (see notes),"usage practice, perf attributes"
scipy,in faster computations (see notes of `freqz`),"usage practice, perf attributes"
scipy,using a number that is fast for fft computations can result,"usage practice, perf attributes"
scipy,using a number that is fast for fft computations can result in,"usage practice, perf attributes"
scipy,"`worN` is fast to compute via FFT (i.e.,
       `next_fast_len(worN) <scipy.fftpack.next_fast_len>` equals `worN`).
    ",usage practice
scipy,"for most efficient behavior, this should be a power of 2 plus 1",usage practice
scipy,"Changing the value of properties that are not directly part of the current
    system representation (such as the `zeros` of a `StateSpace` system) is
    very inefficient and may lead to numerical inaccuracies. ",usage practice
scipy,"Changing the value of properties that are not directly part of the current
    system representation (such as the `zeros` of a `StateSpace` system) is
    very inefficient and may lead to numerical inaccuracies.  ",usage practice
scipy,"Changing the value of properties that are not part of the
    `StateSpace` system representation (such as `zeros` or `poles`) is very
    inefficient and may lead to numerical inaccuracies.  ",usage practice
scipy,"Changing the value of properties that are not part of the
    `TransferFunction` system representation (such as the `A`, `B`, `C`, `D`
    state-space matrices) is very inefficient and may lead to numerical
    inaccuracies.  ",usage practice
scipy,"Changing the value of properties that are not part of the
    `ZerosPolesGain` system representation (such as the `A`, `B`, `C`, `D`
    state-space matrices) is very inefficient and may lead to numerical
    inaccuracies.  ",usage practice
scipy,"Changing the value of properties that are not part of the
    `StateSpace` system representation (such as `zeros` or `poles`) is very
    inefficient and may lead to numerical inaccuracies.  ",usage practice
scipy,"Changing the value of properties that are not part of the
    `StateSpace` system representation (such as `zeros` or `poles`) is very
    inefficient and may lead to numerical inaccuracies.  ",usage practice
scipy,"Changing the value of properties that are not part of the
    `TransferFunction` system representation (such as the `A`, `B`, `C`, `D`
    state-space matrices) is very inefficient and may lead to numerical
    inaccuracies.

    ",usage practice
scipy,"Changing the value of properties that are not part of the
    `TransferFunction` system representation (such as the `A`, `B`, `C`, `D`
    state-space matrices) is very inefficient and may lead to numerical
    inaccuracies.  ",usage practice
scipy,"Changing the value of properties that are not part of the
    `ZerosPolesGain` system representation (such as the `A`, `B`, `C`, `D`
    state-space matrices) is very inefficient and may lead to numerical
    inaccuracies.  ",usage practice
scipy,"Changing the value of properties that are not part of the
    `ZerosPolesGain` system representation (such as the `A`, `B`, `C`, `D`
    state-space matrices) is very inefficient and may lead to numerical
    inaccuracies.  ",usage practice
scipy,"As noted, `resample` uses FFT transformations, which can be very
    slow if the number of input or output samples is large and prime;
    see `scipy.fftpack.fft`.

    ",perf attributes
scipy,"As of v0.19, `convolve` automatically chooses this method or the direct
    method based on an estimation of which is faster.

    ",functionality desc
scipy,"In practice, we found that this function estimates the faster method up to
    a multiplicative factor of 5 (i.e., the estimated method is *at most* 5
    times slower than the fastest method). ",functionality desc
scipy,"The `convolve2d` function allows for other types of image boundaries,
    but is far slower.

    ","perf attributes, functionality desc"
scipy,"This is generally much faster than `convolve` for large arrays (n > ~500),
    but can be slower when only a few output values are needed, and can only
    output float arrays (int or object array inputs will be cast to float).

    ","perf attributes, comparison with alternatives,functionality desc"
scipy,"`.
        ``auto``
           Automatically chooses direct or Fourier method based on an estimate
           of which is faster (default).  ",functionality desc
scipy,"``auto``
           Automatically chooses direct or Fourier method based on an estimate
           of which is faster (default).  ",functionality desc
scipy,"in practice, we found that this function estimates the faster method up to",functionality desc
scipy,"this is generally much faster than `convolve` for large arrays (n > ~500),","perf attributes, comparison with alternatives"
scipy,this polyphase method will likely be faster than the fourier method,comparison with alternatives
scipy,"By default, `convolve` and `correlate` use ``method='auto'``, which calls
    `choose_conv_method` to choose the fastest method using pre-computed
    values (`choose_conv_method` can also measure real-world timing with a
    keyword argument). ",functionality desc
scipy,"measure : bool, optional
        If True, run and time the convolution of `in1` and `in2` with both
        methods and return the fastest. ",functionality desc
scipy,"alternatively, the slower",usage practice
scipy,"The time domain window is then generated using the IFFT, so
    power-of-two `M` are the fastest to generate, and prime number `M` are
    the slowest.

    ",functionality desc
scipy,"power-of-two `m` are the fastest to generate, and prime number `m` are",functionality desc
scipy,considerably more efficient than csr and csc for many sparse arithmetic,"concepts, comparison with alternatives"
scipy,#NAME?,functionality desc
scipy,#NAME?,functionality desc
scipy,"Advantages of the COO format
        - facilitates fast conversion among sparse formats
        - permits duplicate entries (see example)
        - very fast conversion to and from CSR/CSC formats

    ",functionality desc
scipy,csc format for fast arithmetic and matrix vector operations,usage practice
scipy,this facilitates efficient,purpose & rationale
scipy,#NAME?,"functionality desc, usage practice"
scipy,#NAME?,functionality desc
scipy,#NAME?,"functionality desc, usage practice"
scipy,#NAME?,"functionality desc, usage practice"
scipy,#NAME?,"functionality desc, usage practice"
scipy,#NAME?,"functionality desc, usage practice"
scipy,#NAME?,functionality desc
scipy,#NAME?,functionality desc
scipy,#NAME?,functionality desc
scipy,#NAME?,"functionality desc, usage practice"
scipy,allows for efficient o(1) access of individual elements,functionality desc
scipy,this is an efficient structure for constructing sparse,functionality desc
scipy,#NAME?,"functionality desc, usage practice"
scipy,#NAME?,"functionality desc, usage practice"
scipy,#NAME?,"functionality desc, usage practice"
scipy,"Advantages of the LIL format
        - supports flexible slicing
        - changes to the matrix sparsity structure are efficient

    Disadvantages of the LIL format
        - arithmetic operations LIL + LIL are slow (consider CSR or CSC)
        - slow column slicing (consider CSC)
        - slow matrix vector products (consider CSR or CSC)

    ","functionality desc, usage practice"
scipy,"Note that inserting a single item can take linear time in the worst case;
    to construct a matrix efficiently, make sure the items are pre-sorted by
    index, per row.

    ",usage practice
scipy,csc format for fast arithmetic and matrix vector operations,usage practice
scipy,"If the
    resulting X is dense, the construction of this sparse result will be
    relatively expensive.  ",perf attributes
scipy,"bool, optional
        Allow overwriting data in `b`.
        Enabling gives a performance gain. ",functionality desc
scipy,"bool, optional
        Allow overwriting data in `b`.
        Enabling gives a performance gain. ",functionality desc
scipy,"If small eigenvalues are
        desired, consider using shift-invert mode for better performance.
    ",usage practice
scipy,"If small eigenvalues are
        desired, consider using shift-invert mode for better performance.
    ",usage practice
scipy,"This is a naive implementation using ARPACK as an eigensolver
    on A.H * A or A * A.H, depending on which one is more efficient.

    ",impl details
scipy,"able to represent such matrices efficiently. First, we need a compact way to",functionality desc
scipy,"However, note that if you want to use the additional vectors to
        accelerate solving multiple similar problems, larger values may
        be beneficial.
    ",usage practice
scipy,"If the inverse of `A` is expected
    to be non-sparse, it will likely be faster to convert `A` to dense and use
    scipy.linalg.inv.

    ",usage practice
scipy,Same as `upcast` but taking dtype.char as input (faster).,"functionality desc, comparison with alternatives"
scipy,"Instead, the optimized C version is more
       efficient, and we call it using the following syntax.",usage practice
scipy,"Instead, the optimized C version is more
       efficient, and we call it using the following syntax::

         dm = cdist(XA, XB, 'sokalsneath')

    ",usage practice
scipy,although worst-case performance is ``o(m * o)``,perf attributes
scipy,"the best case performance is o(m), which",perf attributes
scipy,"\choose 2}` times, which
       is inefficient. ",usage practice
scipy,distances over a large collection of vectors is inefficient for these,perf attributes
scipy,"``v``.  As in the case of numerical vectors, ``pdist`` is more efficient for","perf attributes, functionality desc"
scipy,"For large dimensions (20 is already large) do not expect this to run
    significantly faster than brute force. ","perf attributes,comparison with alternatives"
scipy,"for efficiency, this function computes the l**p distance but does","purpose & rationale, impl details"
scipy,"it can also be queried, with a substantial gain in efficiency,",usage practice
scipy,"these do use a reasonably efficient algorithm,",impl details
scipy,"correct, but potentially slow defaults exist for the remaining",usage practice
scipy,"increasing `maxcount` and/or `chunksize` may improve the result, but may
        also make zipf very slow.

        ",perf attributes
scipy,"The implementation computes `n` times the median of a vector of size `n`
    which can be slow for large vectors. ",impl details
scipy,there are more efficient algorithms,misc
scipy,and it's significantly faster,perf attributes
scipy,exponentiation by squares [1]_ for efficiency,purpose & rationale
sklearn,"0.19

    working_memory : int, optional
        If set, scikit-learn will attempt to limit the size of temporary arrays
        to this number of MiB (per job when parallelised), often saving both
        computation time and memory on expensive operations that can be
        performed in chunks. ","purpose & rationale, functionality desc"
sklearn,"scikit-learn will attempt to limit the size of temporary arrays
        to this number of MiB (per job when parallelised), often saving both
        computation time and memory on expensive operations that can be
        performed in chunks. ","purpose & rationale, functionality desc"
sklearn,"True
        If copy is False, the affinity matrix is modified inplace by the
        algorithm, for memory efficiency

    verbose : ","purpose & rationale, functionality desc"
sklearn,"If 'arpack', use
        :func:`scipy.sparse.linalg.svds`, which is more accurate, but
        possibly slower in some cases.

    ","perf attributes, functionality desc"
sklearn,"If 'arpack', uses
        `scipy.sparse.linalg.svds`, which is more accurate, but
        possibly slower in some cases.

    ","perf attributes, functionality desc"
sklearn,"If 'randomized', use
        :func:`sklearn.utils.extmath.randomized_svd`, which may be faster
        for large matrices. ","perf attributes, functionality desc"
sklearn,"If 'randomized', uses
        `sklearn.utils.extmath.randomized_svd`, which may be faster
        for large matrices. ","perf attributes, functionality desc"
sklearn,"whether to use mini-batch k-means, which is faster but may get","perf attributes, functionality desc"
sklearn,"whether to use mini-batch k-means, which is faster but may get","perf attributes, functionality desc"
sklearn,"it is a memory-efficient, online-learning algorithm provided as an",functionality desc
sklearn,"10k) MiniBatchKMeans is
        probably much faster than the default batch implementation.

    ","comparison with alternatives, perf attributes"
sklearn,": selects initial cluster centers for k-mean
        clustering in a smart way to speed up convergence. ",functionality desc
sklearn,"None)

    init : {'k-means++', 'random', or ndarray, or a callable}, optional
        Method for initialization, default to 'k-means++':

        'k-means++' : selects initial cluster centers for k-mean
        clustering in a smart way to speed up convergence. ",functionality desc
sklearn,c-contiguous which may cause a significant slowdown,"impl details, perf attributes"
sklearn,c-contiguous which may cause a significant slowdown,"impl details, perf attributes"
sklearn,"in practice, the k-means algorithm is very fast (one of the fastest",concepts
sklearn,"init : {'k-means++', 'random' or an ndarray}, default: 'k-means++'
        Method for initialization, defaults to 'k-means++':

        'k-means++' : selects initial cluster centers for k-mean
        clustering in a smart way to speed up convergence. ",functionality desc
sklearn,precompute distances (faster but takes more memory),perf attributes
sklearn,precompute distances (faster but takes more memory),perf attributes
sklearn,"the ""elkan"" variation is more efficient by using the triangle","perf attributes, functionality desc"
sklearn,"the ""elkan"" variation is more efficient by using the triangle","perf attributes, functionality desc"
sklearn,"This early stopping heuristics is
        closer to the one used for the batch variant of the algorithms
        but induces a slight computational and memory overhead over the
        inertia heuristic.

        ",functionality desc
sklearn,"Raising this value decreases the number of seeds found, which
        makes mean_shift computationally cheaper.

    ","perf attributes, functionality desc"
sklearn,"Smaller values lead
        to more seeding (which is computationally more expensive). ","perf attributes, functionality desc"
sklearn,note that the estimate_bandwidth function is much less scalable than the,"comparison with alternatives, usage practice"
sklearn,"to speed up the algorithm, accept only those bins with at least","functionality desc, purpose & rationale"
sklearn,"to speed up the algorithm, accept only those bins with at least","functionality desc, purpose & rationale"
sklearn,"This works for Scipy's metrics, but is less
        efficient than passing the metric name as a string. ","perf attributes, usage practice"
sklearn,"This works for Scipy's metrics, but is less
        efficient than passing the metric name as a string. ","perf attributes, usage practice"
sklearn,"it can be faster on very large, sparse problems,",perf attributes
sklearn,"it can be faster on very large, sparse problems,",perf attributes
sklearn,"Used in spectral
    clustering, this method tends to be faster and more robust to random
    initialization than k-means.

    ","perf attributes,comparison with alternatives"
sklearn,"however, a faster api-compatible loader is also available at:","misc, ref"
sklearn,parsing a text based source can be expensive,concepts
sklearn,this implementation is written in cython and is reasonably fast,impl details
sklearn,"joblib, successive runs will be fast (less than 200ms).","perf attributes, impl details"
sklearn,"Equals the inverse of the covariance but computed with
        the matrix inversion lemma for efficiency.

        ",purpose & rationale
sklearn,"This can improve the
        performance of downstream classifiers.

    ",purpose & rationale
sklearn,"This can improve the
        performance of downstream classifiers.

    ",purpose & rationale
sklearn,"This can improve the
        performance of downstream classifiers.

    ",purpose & rationale
sklearn,lars will be faster if,perf attributes
sklearn,lars will be faster if,perf attributes
sklearn,"lasso_lars will be faster if
        the estimated components are sparse.
        ",perf attributes
sklearn,"lasso_lars will be faster if
        the estimated components are sparse.
        ",perf attributes
sklearn,"lasso_lars will be faster if
        the estimated components are sparse.
        ",perf attributes
sklearn,"lasso_lars will be faster if
        the estimated components are sparse.
        ",perf attributes
sklearn,"lasso_lars will be faster if
        the estimated components are sparse.
        ",perf attributes
sklearn,"lasso_lars will be faster if
        the estimated components are sparse.
        ",perf attributes
sklearn,"If 'lapack' use standard SVD from
        scipy.linalg, if 'randomized' use fast ``randomized_svd`` function.
        ",functionality desc
sklearn,this extra assumption makes probabilistic pca faster as it can be,concepts
sklearn,"""""""fastica: a fast algorithm for independent component analysis",functionality desc
sklearn,"""""""perform fast independent component analysis",functionality desc
sklearn,faster for fortran-ordered input,purpose & rationale
sklearn,memory efficient than a pca,comparison with alternatives
sklearn,the computational overhead of each svd is,perf attributes
sklearn,"If n_components is much less than
        the number of training samples, arpack may be more efficient
        than the dense eigensolver.

    ",comparison with alternatives
sklearn,"(generally faster, less accurate alternative to nndsvda",comparison with alternatives
sklearn,"(generally faster, less accurate alternative to nndsvda",comparison with alternatives
sklearn,"Note that values different from 'frobenius'
        (or 2) and 'kullback-leibler' (or 1) lead to significantly slower
        fits. ",perf attributes
sklearn,"Note that values different from 'frobenius'
        (or 2) and 'kullback-leibler' (or 1) lead to significantly slower
        fits. ",perf attributes
sklearn,this is more efficient than calling fit followed by transform,"purpose & rationale, comparison with alternatives"
sklearn,"In general, if the data size is large, the online update will be much
        faster than the batch update.

        ","perf attributes, usage practice,comparison with alternatives"
sklearn,"svd_solver : string {'auto', 'full', 'arpack', 'randomized'}
        auto :
            the solver is selected by a default policy based on `X.shape` and
            `n_components`: if the input data is larger than 500x500 and the
            number of components to extract is lower than 80% of the smallest
            dimension of the data, then the more efficient 'randomized'
            method is enabled. ",functionality desc
sklearn,lars will be faster if,perf attributes
sklearn,lars will be faster if,perf attributes
sklearn,"t * x), whichever is more efficient",functionality desc
sklearn,"this estimator supports two algorithms: a fast randomized svd solver, and",functionality desc
sklearn,the 'lsqr' solver is an efficient algorithm that only works for,functionality desc
sklearn,"Sparse matrices are also supported, use sparse
            ``csc_matrix`` for maximum efficiency.

        ",usage practice
sklearn,"Sparse matrices are also supported, use sparse
            ``csc_matrix`` for maximum efficiency.

        ",usage practice
sklearn,"Sparse matrices are also supported, use sparse
            ``csr_matrix`` for maximum efficiency.

        ",usage practice
sklearn,"Sparse matrices are also supported, use sparse
            ``csr_matrix`` for maximum efficiency.

        ",usage practice
sklearn,"Use ``dtype=np.float32`` for
            maximum efficiency.

        ",usage practice
sklearn,whether to presort the data to speed up the finding of best splits in,functionality desc
sklearn,whether to presort the data to speed up the finding of best splits in,functionality desc
sklearn,"Sparse matrices are also supported, use sparse
            ``csc_matrix`` for maximum efficiency.

        ",usage practice
sklearn,"Sparse matrices are also supported, use sparse
            ``csc_matrix`` for maximum efficiency.

        ",usage practice
sklearn,"This warning is used to notify the user that BLAS was not used for dot
    operation and hence the efficiency may be affected.

    ",functionality desc
sklearn,this warning notifies the user that the efficiency may not be optimal due,functionality desc
sklearn,"""""""warning used to notify the user of inefficient computation",functionality desc
sklearn,"ascii' is a fast method that only works on characters that have
        an direct ASCII mapping.
        ",functionality desc
sklearn,"ascii' is a fast method that only works on characters that have
        an direct ASCII mapping.
        ",functionality desc
sklearn,"ascii' is a fast method that only works on characters that have
        an direct ASCII mapping.
        ",functionality desc
sklearn,"unicode' is a slightly slower method that works on any characters.
        ",functionality desc
sklearn,"unicode' is a slightly slower method that works on any characters.
        ",functionality desc
sklearn,"unicode' is a slightly slower method that works on any characters.
        ",functionality desc
sklearn,"This strategy has several advantages:

    - it is very low memory scalable to large datasets as there is no need to
      store a vocabulary dictionary in memory

    - it is fast to pickle and un-pickle as it holds no state besides the
      constructor parameters

    - it can be used in a streaming (partial fit) or parallel pipeline as there
      is no state computed during fit.

    ",impl details
sklearn,"This strategy has several advantages:

    - it is very low memory scalable to large datasets as there is no need to
      store a vocabulary dictionary in memory

    - it is fast to pickle and un-pickle as it holds no state besides the
      constructor parameters

    - it can be used in a streaming (partial fit) or parallel pipeline as there
      is no state computed during fit.

    ",impl details
sklearn,"Warning: the python-level loop and join operations make this
    implementation 20 times slower than the strip_accents_ascii basic
    normalization.

    ",impl details
sklearn,"See ``scipy.stats.f_oneway`` that should give the same results while
    being less efficient.

    ",comparison with alternatives
sklearn,"Note that values of nu not in
        [0.5, 1.5, 2.5, inf] incur a considerably higher computational cost
        (appr. ","functionality desc,perf attributes"
sklearn,"- 'brute' is supported for any estimator, but is more
          computationally intensive.

        ","perf attributes, functionality desc"
sklearn,"- 'brute' is supported for any estimator, but is more
          computationally intensive.

        ","perf attributes, functionality desc"
sklearn,"`basegradientboosting`, but is more efficient in terms of speed","perf attributes, functionality desc"
sklearn,"`basegradientboosting`, but is more efficient in terms of speed","perf attributes, functionality desc"
sklearn,"and thus slower than svr, which learns a sparse model for epsilon > 0, at",comparison with alternatives
sklearn,krr model can be done in closed-form and is typically faster for,"perf attributes, functionality desc"
sklearn,"This will only provide
        speedup for n_targets > 1 and sufficient large problems.
        ",perf attributes
sklearn,l1-regularized models can be much more memory- and storage-efficient,perf attributes
sklearn,"Note that in certain cases, the Lars solver may be significantly
    faster to implement this functionality. ","impl details, perf attributes"
sklearn,whether to use a precomputed gram matrix to speed up,functionality desc
sklearn,whether to use a precomputed gram matrix to speed up,functionality desc
sklearn,whether to use a precomputed gram matrix to speed up,functionality desc
sklearn,whether to use a precomputed gram matrix to speed up,functionality desc
sklearn,whether to use a precomputed gram matrix to speed up,functionality desc
sklearn,whether to use a precomputed gram matrix to speed up,functionality desc
sklearn,it is more efficient than the lassocv if only a small number of,comparison with alternatives
sklearn,"setting ``fit_path`` to ``false`` will lead to a speedup, especially",perf attributes
sklearn,"setting ``fit_path`` to ``false`` will lead to a speedup, especially",perf attributes
sklearn,whether to use a precomputed gram matrix to speed up,functionality desc
sklearn,whether to use a precomputed gram matrix to speed up,functionality desc
sklearn,whether to use a precomputed gram matrix to speed up,functionality desc
sklearn,whether to use a precomputed gram matrix to speed up,functionality desc
sklearn,whether to use a precomputed gram matrix to speed up,functionality desc
sklearn,- 'liblinear' might be slower in logisticregressioncv because it does,"perf attributes, functionality desc"
sklearn,"- For small datasets, 'liblinear' is a good choice, whereas 'sag' and
          'saga' are faster for large ones.
        - ",usage practice
sklearn,"- For small datasets, 'liblinear' is a good choice, whereas 'sag' and
          'saga' are faster for large ones.
        - ",usage practice
sklearn,"This is an implementation that uses the result of the previous model
    to speed up computations along the set of solutions, making it faster
    than sequentially calling LogisticRegression for the different parameters.
    ",impl details
sklearn,"Use C-ordered arrays or CSR matrices containing 64-bit
    floats for optimal performance; any other input format will be converted
    (and copied).

    ",usage practice
sklearn,note that 'sag' and 'saga' fast convergence is only guaranteed on,usage practice
sklearn,note that 'sag' and 'saga' fast convergence is only guaranteed on,usage practice
sklearn,"note that there will be no speedup with liblinear solver, since it does","functionality desc, perf attributes"
sklearn,the value should be precomputed to speed up cross validation,directives
sklearn,improves performance when `n_targets` or `n_samples` is,perf attributes
sklearn,improves performance when n_targets,perf attributes
sklearn,whether to use a precomputed gram and xy matrix to speed up,functionality desc
sklearn,rejecting samples with this function is computationally costlier than,comparison with alternatives
sklearn,#NAME?,functionality desc
sklearn,#NAME?,functionality desc
sklearn,"Both methods
          use an iterative procedure, and are often faster than other solvers
          when both n_samples and n_features are large. ","comparison with alternatives, impl details"
sklearn,"Both methods also use an
          iterative procedure, and are often faster than other solvers when
          both n_samples and n_features are large. ","comparison with alternatives, impl details"
sklearn,"Both methods also use an
          iterative procedure, and are often faster than other solvers when
          both n_samples and n_features are large. ","comparison with alternatives, impl details"
sklearn,"Note that 'sag' and
          'saga' fast convergence is only guaranteed on features with
          approximately the same scale. ",usage practice
sklearn,"Note that 'sag' and
          'saga' fast convergence is only guaranteed on features with
          approximately the same scale. ",usage practice
sklearn,"Note that 'sag' and
          'saga' fast convergence is only guaranteed on features with
          approximately the same scale. ",usage practice
sklearn,efficient leave-one-out cross-validation,functionality desc
sklearn,efficient leave-one-out cross-validation,functionality desc
sklearn,it is the fastest and uses an iterative,"functionality desc,perf attributes"
sklearn,"The value should be precomputed
        to speed up cross validation.

    ",directives
sklearn,important note: 'sag' solver converges faster on columns that are on the,functionality desc
sklearn,"A lower number leads to a higher breakdown
        point and a low efficiency while a high number leads to a low
        breakdown point and a high efficiency. ","perf attributes, functionality desc"
sklearn,"A lower number leads to a higher breakdown
        point and a low efficiency while a high number leads to a low
        breakdown point and a high efficiency. ","perf attributes, functionality desc"
sklearn,"Any value of n_subsamples between the
    number of features and samples leads to an estimator with a compromise
    between robustness and efficiency. ",perf attributes
sklearn,auto' : attempt to choose the most efficient solver,functionality desc
sklearn,"it can be faster on very large, sparse problems,",perf attributes
sklearn,"it can be faster on very large, sparse problems,",perf attributes
sklearn,"This will suppress some
    noise and speed up the computation of pairwise distances between
    samples. ",usage practice
sklearn,"will run on the slower, but exact, algorithm in o(n^2) time",perf attributes
sklearn,be mindful that this function is an order of magnitude slower than other,comparison with alternatives
sklearn,"(which are
    valid scipy.spatial.distance metrics), the scikit-learn implementation
    will be used, which is faster and has support for sparse matrices (except
    for 'cityblock'). ",impl details
sklearn,"This is mostly equivalent to calling:

        pairwise_distances(X, Y=Y, metric=metric).argmin(axis=axis)

    but uses much less memory, and is faster for large arrays.

    ",comparison with alternatives
sklearn,"This works for Scipy's metrics, but is less
        efficient than passing the metric name as a string.

        ",comparison with alternatives
sklearn,"This works for Scipy's metrics, but is less
        efficient than passing the metric name as a string.

        ",comparison with alternatives
sklearn,"but uses much less memory, and is faster for large arrays.

    ",comparison with alternatives
sklearn,"first, it is computationally efficient when dealing with sparse data",purpose & rationale
sklearn,"for efficiency reasons, the euclidean distance between a pair of row","purpose & rationale, impl details"
sklearn,"Storing the
        precision matrices instead of the covariance matrices makes it more
        efficient to compute the log-likelihood of new samples at test time.
        ",purpose & rationale
sklearn,"Storing the precision matrices instead of the covariance matrices makes
        it more efficient to compute the log-likelihood of new samples at test
        time. ",purpose & rationale
sklearn,this can speed up,purpose & rationale
sklearn,"Storing the
        precision matrices instead of the covariance matrices makes it more
        efficient to compute the log-likelihood of new samples at test time.
        ",purpose & rationale
sklearn,"Storing the precision matrices instead of the covariance matrices makes
        it more efficient to compute the log-likelihood of new samples at test
        time. ",purpose & rationale
sklearn,this can speed up,purpose & rationale
sklearn,"However computing the scores on the training set can be computationally
        expensive and is not strictly required to select the parameters that
        yield the best generalization performance.


    ",usage practice
sklearn,"However computing the scores on the training set can be computationally
        expensive and is not strictly required to select the parameters that
        yield the best generalization performance.


    ",usage practice
sklearn,"However computing the scores on the training set can be computationally
        expensive and is not strictly required to select the parameters that
        yield the best generalization performance.

    ",usage practice
sklearn,"However computing the scores on the training set can be computationally
        expensive and is not strictly required to select the parameters that
        yield the best generalization performance.

    ",usage practice
sklearn,"Use this for lightweight and
              fast-running jobs, to avoid delays due to on-demand
              spawning of the jobs

            - An int, giving the exact number of total jobs that are
              spawned

            ",usage practice
sklearn,"Use this for lightweight and
              fast-running jobs, to avoid delays due to on-demand
              spawning of the jobs

            - An int, giving the exact number of total jobs that are
              spawned

            ",usage practice
sklearn,however computing the scores on the training set can be computationally,usage practice
sklearn,however computing the scores on the training set can be computationally,usage practice
sklearn,this is done for efficiency,purpose & rationale
sklearn,this is done for efficiency,purpose & rationale
sklearn,"for example, a less computationally intensive alternative to",comparison with alternatives
sklearn,"False
        If the estimator supports incremental learning, this will be
        used to speed up fitting for different training set sizes.

    ","functionality desc, purpose & rationale"
sklearn,"However computing the scores on the training set can be computationally
        expensive and is not strictly required to select the parameters that
        yield the best generalization performance.

    ",usage practice
sklearn,"However computing the scores on the training set can be computationally
        expensive and is not strictly required to select the parameters that
        yield the best generalization performance.

    ",usage practice
sklearn,"Use this for lightweight and
              fast-running jobs, to avoid delays due to on-demand
              spawning of the jobs

            - An int, giving the exact number of total jobs that are
              spawned

            ",usage practice
sklearn,"Use this for lightweight and
              fast-running jobs, to avoid delays due to on-demand
              spawning of the jobs

            - An int, giving the exact number of total jobs that are
              spawned

            ",usage practice
sklearn,"Use this for lightweight and
              fast-running jobs, to avoid delays due to on-demand
              spawning of the jobs

            - An int, giving the exact number of total jobs that are
              spawned

            ",usage practice
sklearn,however computing the scores on the training set can be computationally,usage practice
sklearn,performance,"ref, impl details"
sklearn,in addition to its computational efficiency (only `n_classes`,purpose & rationale
sklearn,"this method is usually slower than one-vs-the-rest, due to its
    O(n_classes^2) complexity. ","perf attributes, comparison with alternatives"
sklearn,should be used when memory is inefficient to train all data,directives
sklearn,multiclass estimators in the hope that their accuracy or runtime performance,usage practice
sklearn,"When individual estimators are fast to train or predict
        using `n_jobs>1` can result in slower performance due
        to the overhead of spawning processes.

    ","perf attributes, functionality desc"
sklearn,when individual estimators are fast to train or predict,"perf attributes, functionality desc"
sklearn,"this method has some performance and numerical stability overhead,","usage practice, perf attributes"
sklearn,this method has some performance overhead hence it is better to call,"usage practice, perf attributes"
sklearn,"for efficiency, `radius_neighbors` returns arrays of objects, where",purpose & rationale
